,Diet_Composition
1173,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1852&GenusName=Lethrinus&SpeciesName=xanthochilus&stockcode=2048
1174,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4782&GenusName=Leucaspius&SpeciesName=delineatus&stockcode=5006
1175,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4662&GenusName=Leuciscus&SpeciesName=leuciscus&stockcode=4879
1176,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=46549&GenusName=Leuciscus&SpeciesName=waleckii&stockcode=39221
1177,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2557&GenusName=Leucoraja&SpeciesName=erinacea&stockcode=2753
1178,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1253&GenusName=Leucoraja&SpeciesName=garmani&stockcode=1269
1179,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4326&GenusName=Leucoraja&SpeciesName=naevus&stockcode=4514
1180,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2562&GenusName=Leucoraja&SpeciesName=ocellata&stockcode=2758
1181,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=9462&GenusName=Leuroglossus&SpeciesName=schmidti&stockcode=9785
1182,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=692&GenusName=Lichia&SpeciesName=amia&stockcode=708
1183,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=520&GenusName=Limanda&SpeciesName=aspera&stockcode=536
1184,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=521&GenusName=Limanda&SpeciesName=ferruginea&stockcode=537
1185,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=695&GenusName=Limanda&SpeciesName=limanda&stockcode=711
1186,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4243&GenusName=Limanda&SpeciesName=proboscidea&stockcode=4439
1187,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8882&GenusName=Limanda&SpeciesName=punctatissima&stockcode=9203
1188,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=50421&GenusName=Limanda&SpeciesName=sakhalinensis&stockcode=520
1189,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=50421&GenusName=Limanda&SpeciesName=sakhalinensis&stockcode=42133
1190,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=48061&GenusName=Limnocottus&SpeciesName=godlewskii&stockcode=40361
1191,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1550&GenusName=Limnothrissa&SpeciesName=miodon&stockcode=1743
1192,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8638&GenusName=Limnotilapia&SpeciesName=dardennii&stockcode=8953
1193,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7047&GenusName=Lindbergichthys&SpeciesName=nudifrons&stockcode=7387
1194,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4244&GenusName=Liopsetta&SpeciesName=glacialis&stockcode=4440
1195,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=13072&GenusName=Liopsetta&SpeciesName=pinnifasciata&stockcode=13394
1196,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4186&GenusName=Liparis&SpeciesName=atlanticus&stockcode=4382
1197,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4190&GenusName=Liparis&SpeciesName=gibbus&stockcode=4386
1198,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=24115&GenusName=Liparis&SpeciesName=tanakae&stockcode=19170
1199,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=12542&GenusName=Lipolagus&SpeciesName=ochotensis&stockcode=12874
1200,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=16301&GenusName=Lipophrys&SpeciesName=trigloides&stockcode=15032
1201,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=450&GenusName=Lithognathus&SpeciesName=lithognathus&stockcode=464
1202,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8639&GenusName=Lobochilotes&SpeciesName=labiatus&stockcode=8954
1203,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1077&GenusName=Lobotes&SpeciesName=surinamensis&stockcode=1093
1204,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=532&GenusName=Lophius&SpeciesName=americanus&stockcode=549
1205,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5094&GenusName=Lophius&SpeciesName=budegassa&stockcode=5329
1206,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1078&GenusName=Lophius&SpeciesName=gastrophysus&stockcode=1094
1207,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=23247&GenusName=Lophius&SpeciesName=litulon&stockcode=18468
1208,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=716&GenusName=Lophius&SpeciesName=piscatorius&stockcode=732
1209,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=362&GenusName=Lopholatilus&SpeciesName=chamaeleonticeps&stockcode=376
1210,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=23461&GenusName=Loricaria&SpeciesName=cataphracta&stockcode=18641
1211,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=310&GenusName=Lota&SpeciesName=lota&stockcode=324
1212,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=894&GenusName=Loxodon&SpeciesName=macrorhinus&stockcode=910
1213,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3212&GenusName=Lucania&SpeciesName=parva&stockcode=3408
1214,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4637&GenusName=Luciobarbus&SpeciesName=brachycephalus&stockcode=4825
1215,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=11322&GenusName=Luciobarbus&SpeciesName=callensis&stockcode=11647
1216,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=9590&GenusName=Luciobarbus&SpeciesName=guiraonis&stockcode=9913
1217,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3785&GenusName=Lumpenella&SpeciesName=longirostris&stockcode=3981
1218,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1380&GenusName=Lumpenus&SpeciesName=lampretaeformis&stockcode=1399
1219,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3790&GenusName=Lumpenus&SpeciesName=sagitta&stockcode=3986
1220,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1395&GenusName=Lutjanus&SpeciesName=adetii&stockcode=1413
1221,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1403&GenusName=Lutjanus&SpeciesName=analis&stockcode=1453
1222,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1404&GenusName=Lutjanus&SpeciesName=apodus&stockcode=1454
1223,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1407&GenusName=Lutjanus&SpeciesName=argentimaculatus&stockcode=1456
1224,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1410&GenusName=Lutjanus&SpeciesName=biguttatus&stockcode=1459
1225,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1417&GenusName=Lutjanus&SpeciesName=bohar&stockcode=1468
1226,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1424&GenusName=Lutjanus&SpeciesName=carponotatus&stockcode=1477
1227,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1426&GenusName=Lutjanus&SpeciesName=colorado&stockcode=1481
1228,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1427&GenusName=Lutjanus&SpeciesName=cyanopterus&stockcode=1482
1229,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=793&GenusName=Lutjanus&SpeciesName=ehrenbergii&stockcode=809
1230,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1406&GenusName=Lutjanus&SpeciesName=erythropterus&stockcode=1506
1231,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=261&GenusName=Lutjanus&SpeciesName=fulviflamma&stockcode=275
1232,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=262&GenusName=Lutjanus&SpeciesName=fulvus&stockcode=276
1233,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=265&GenusName=Lutjanus&SpeciesName=gibbus&stockcode=279
1234,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=266&GenusName=Lutjanus&SpeciesName=griseus&stockcode=280
1235,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=152&GenusName=Lutjanus&SpeciesName=guttatus&stockcode=166
1236,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=154&GenusName=Lutjanus&SpeciesName=jocu&stockcode=168
1237,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=264&GenusName=Lutjanus&SpeciesName=johnii&stockcode=278
1238,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=155&GenusName=Lutjanus&SpeciesName=jordani&stockcode=169
1239,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=156&GenusName=Lutjanus&SpeciesName=kasmira&stockcode=170
1240,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=161&GenusName=Lutjanus&SpeciesName=mahogoni&stockcode=175
1241,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=162&GenusName=Lutjanus&SpeciesName=malabaricus&stockcode=176
1242,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=171&GenusName=Lutjanus&SpeciesName=purpureus&stockcode=185
1243,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=172&GenusName=Lutjanus&SpeciesName=quinquelineatus&stockcode=186
1244,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=176&GenusName=Lutjanus&SpeciesName=russellii&stockcode=190
1245,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=177&GenusName=Lutjanus&SpeciesName=sanguineus&stockcode=191
1246,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=178&GenusName=Lutjanus&SpeciesName=sebae&stockcode=192
1247,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=179&GenusName=Lutjanus&SpeciesName=semicinctus&stockcode=193
1248,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=181&GenusName=Lutjanus&SpeciesName=synagris&stockcode=195
1249,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=184&GenusName=Lutjanus&SpeciesName=vitta&stockcode=198
1250,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=185&GenusName=Lutjanus&SpeciesName=vivanus&stockcode=199
1251,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2851&GenusName=Luxilus&SpeciesName=cornutus&stockcode=3047
1252,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=48210&GenusName=Lycodes&SpeciesName=albolineatus&stockcode=40489
1253,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3136&GenusName=Lycodes&SpeciesName=brevipes&stockcode=3332
1254,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=25011&GenusName=Lycodes&SpeciesName=brunneofasciatus&stockcode=19787
1255,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=48216&GenusName=Lycodes&SpeciesName=concolor&stockcode=40494
1256,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4333&GenusName=Lycodes&SpeciesName=esmarkii&stockcode=4520
1257,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=25228&GenusName=Lycodes&SpeciesName=eudipleurostictus&stockcode=19969
1258,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=15467&GenusName=Lycodes&SpeciesName=frigidus&stockcode=14898
1259,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3140&GenusName=Lycodes&SpeciesName=palearis&stockcode=3336
1260,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3141&GenusName=Lycodes&SpeciesName=pallidus&stockcode=3337
1261,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=48262&GenusName=Lycodes&SpeciesName=raridens&stockcode=40530
1262,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=25231&GenusName=Lycodes&SpeciesName=seminudus&stockcode=19972
1263,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=15761&GenusName=Lycodes&SpeciesName=vahlii&stockcode=14858
1264,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4246&GenusName=Lyopsetta&SpeciesName=exilis&stockcode=4442
1265,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1246&GenusName=Macrodontogobius&SpeciesName=wilburi&stockcode=1262
1266,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7767&GenusName=Macropharyngodon&SpeciesName=geoffroy&stockcode=8077
1267,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4984&GenusName=Macropharyngodon&SpeciesName=meleagris&stockcode=5217
1268,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=331&GenusName=Macrourus&SpeciesName=berglax&stockcode=345
1269,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1825&GenusName=Macruronus&SpeciesName=novaezelandiae&stockcode=2021
1270,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=15487&GenusName=Maculabatis&SpeciesName=toshi&stockcode=14735
1271,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2727&GenusName=Magnisudis&SpeciesName=atlantica&stockcode=2923
1272,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=216&GenusName=Makaira&SpeciesName=nigricans&stockcode=230
1273,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3541&GenusName=Malacanthus&SpeciesName=plumieri&stockcode=3737
1274,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4989&GenusName=Malacocephalus&SpeciesName=laevis&stockcode=5222
1275,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4990&GenusName=Malacocephalus&SpeciesName=occidentalis&stockcode=5223
1276,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4113&GenusName=Malacocottus&SpeciesName=kincaidi&stockcode=4309
1277,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=11730&GenusName=Malacocottus&SpeciesName=zonurus&stockcode=12056
1278,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2568&GenusName=Malacoraja&SpeciesName=senta&stockcode=2764
1279,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=252&GenusName=Mallotus&SpeciesName=villosus&stockcode=266
1280,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5405&GenusName=Marcusenius&SpeciesName=macrolepidotus&stockcode=5664
1281,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2392&GenusName=Marcusenius&SpeciesName=senegalensis&stockcode=2586
1282,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=10140&GenusName=Mastacembelus&SpeciesName=armatus&stockcode=10463
1283,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=10207&GenusName=Masturus&SpeciesName=lanceolatus&stockcode=10530
1284,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=754&GenusName=Maurolicus&SpeciesName=muelleri&stockcode=770
1285,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=14310&GenusName=Maxillicosta&SpeciesName=scabriceps&stockcode=14151
1286,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4798&GenusName=Mayaheros&SpeciesName=urophthalmus&stockcode=5027
1287,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2357&GenusName=Maylandia&SpeciesName=aurora&stockcode=2551
1288,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8345&GenusName=Maylandia&SpeciesName=zebra&stockcode=8659
1289,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5909&GenusName=Megachasma&SpeciesName=pelagios&stockcode=6218
1290,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=384&GenusName=Megalaspis&SpeciesName=cordyla&stockcode=398
1291,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=12207&GenusName=Megalechis&SpeciesName=picta&stockcode=12533
1292,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4114&GenusName=Megalocottus&SpeciesName=platycephalus&stockcode=4310
1293,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1079&GenusName=Megalops&SpeciesName=atlanticus&stockcode=1095
1294,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=227&GenusName=Megalops&SpeciesName=cyprinoides&stockcode=241
1295,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=23758&GenusName=Meiacanthus&SpeciesName=kamoharai&stockcode=18885
1296,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2343&GenusName=Melanochromis&SpeciesName=auratus&stockcode=2537
1297,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1381&GenusName=Melanogrammus&SpeciesName=aeglefinus&stockcode=1400
1298,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3150&GenusName=Melanostigma&SpeciesName=atlanticum&stockcode=3346
1299,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=966&GenusName=Melichthys&SpeciesName=niger&stockcode=982
1300,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3240&GenusName=Membras&SpeciesName=martinica&stockcode=3436
1301,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3241&GenusName=Menidia&SpeciesName=beryllina&stockcode=3437
1302,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=339&GenusName=Menidia&SpeciesName=menidia&stockcode=353
1303,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=409&GenusName=Menticirrhus&SpeciesName=americanus&stockcode=423
1304,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=411&GenusName=Menticirrhus&SpeciesName=littoralis&stockcode=425
1305,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=410&GenusName=Menticirrhus&SpeciesName=saxatilis&stockcode=424
1306,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=29&GenusName=Merlangius&SpeciesName=merlangus&stockcode=39
1307,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1080&GenusName=Merluccius&SpeciesName=albidus&stockcode=1096
1308,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=323&GenusName=Merluccius&SpeciesName=bilinearis&stockcode=337
1309,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1828&GenusName=Merluccius&SpeciesName=capensis&stockcode=2024
1310,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=324&GenusName=Merluccius&SpeciesName=gayi+gayi&stockcode=338
1311,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=14693&GenusName=Merluccius&SpeciesName=gayi+peruanus&stockcode=14365
1312,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=30&GenusName=Merluccius&SpeciesName=merluccius&stockcode=40
1313,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1826&GenusName=Merluccius&SpeciesName=paradoxus&stockcode=2022
1314,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=326&GenusName=Merluccius&SpeciesName=productus&stockcode=340
1315,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=54811&GenusName=Mesopotamichthys&SpeciesName=sharpeyi&stockcode=45379
1316,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=14544&GenusName=Meuschenia&SpeciesName=freycineti&stockcode=14301
1317,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=13139&GenusName=Meuschenia&SpeciesName=scaber&stockcode=13465
1318,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4116&GenusName=Microcottus&SpeciesName=sellaris&stockcode=4312
1319,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=316&GenusName=Microgadus&SpeciesName=tomcod&stockcode=330
1320,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3891&GenusName=Microgobius&SpeciesName=gulosus&stockcode=4087
1321,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=25969&GenusName=Microlipophrys&SpeciesName=adriaticus&stockcode=20481
1322,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=16297&GenusName=Microlipophrys&SpeciesName=canevae&stockcode=15030
1323,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=48613&GenusName=Microlipophrys&SpeciesName=dalmatinus&stockcode=40839
1324,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=16299&GenusName=Microlipophrys&SpeciesName=nigriceps&stockcode=15031
1325,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=320&GenusName=Micromesistius&SpeciesName=australis&stockcode=334
1326,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=31&GenusName=Micromesistius&SpeciesName=poutassou&stockcode=41
1327,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3635&GenusName=Micrometrus&SpeciesName=aurora&stockcode=3831
1328,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7620&GenusName=Micropogonias&SpeciesName=furnieri&stockcode=7924
1329,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=408&GenusName=Micropogonias&SpeciesName=undulatus&stockcode=422
1330,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3382&GenusName=Micropterus&SpeciesName=dolomieu&stockcode=3578
1331,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=3385&GenusName=Micropterus&SpeciesName=salmoides&stockcode=3581
1332,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1122&GenusName=Microspathodon&SpeciesName=chrysurus&stockcode=1138
1333,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8559&GenusName=Microstomus&SpeciesName=achne&stockcode=8874
1334,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1382&GenusName=Microstomus&SpeciesName=kitt&stockcode=1401
1335,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4247&GenusName=Microstomus&SpeciesName=pacificus&stockcode=4443
1336,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4518&GenusName=Mirogrex&SpeciesName=terraesanctae&stockcode=5826
1337,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=46179&GenusName=Mitotichthys&SpeciesName=semistriatus&stockcode=38921
1338,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1732&GenusName=Mola&SpeciesName=mola&stockcode=1928
1339,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1383&GenusName=Molva&SpeciesName=dypterygia&stockcode=1402
1340,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1733&GenusName=Molva&SpeciesName=macrophthalma&stockcode=1929
1341,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=33&GenusName=Molva&SpeciesName=molva&stockcode=43
1342,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7976&GenusName=Monacanthus&SpeciesName=chinensis&stockcode=8287
1343,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4280&GenusName=Monacanthus&SpeciesName=ciliatus&stockcode=4476
1344,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4283&GenusName=Monacanthus&SpeciesName=tuckeri&stockcode=4479
1345,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7858&GenusName=Monodactylus&SpeciesName=falciformis&stockcode=8168
1346,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1869&GenusName=Monotaxis&SpeciesName=grandoculis&stockcode=2065
1347,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=8051&GenusName=Moringua&SpeciesName=microchir&stockcode=8362
1348,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2394&GenusName=Mormyrops&SpeciesName=anguilloides&stockcode=2588
1349,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=355&GenusName=Morone&SpeciesName=americana&stockcode=369
1350,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=353&GenusName=Morone&SpeciesName=saxatilis&stockcode=367
1351,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=785&GenusName=Mugil&SpeciesName=cephalus&stockcode=801
1352,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1086&GenusName=Mugil&SpeciesName=curema&stockcode=1102
1353,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1089&GenusName=Mugil&SpeciesName=incilis&stockcode=1105
1354,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5983&GenusName=Mulloidichthys&SpeciesName=flavolineatus&stockcode=6292
1355,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1092&GenusName=Mulloidichthys&SpeciesName=martinicus&stockcode=1108
1356,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=790&GenusName=Mullus&SpeciesName=barbatus+barbatus&stockcode=806
1357,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1327&GenusName=Mullus&SpeciesName=surmuletus&stockcode=1345
1358,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=7126&GenusName=Muraenolepis&SpeciesName=microps&stockcode=7562
1359,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5943&GenusName=Mustelus&SpeciesName=antarcticus&stockcode=6252
1360,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5938&GenusName=Mustelus&SpeciesName=asterias&stockcode=6247
1361,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2538&GenusName=Mustelus&SpeciesName=californicus&stockcode=2734
1362,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2539&GenusName=Mustelus&SpeciesName=canis&stockcode=2735
1363,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5944&GenusName=Mustelus&SpeciesName=fasciatus&stockcode=6253
1364,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5931&GenusName=Mustelus&SpeciesName=griseus&stockcode=6240
1365,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2540&GenusName=Mustelus&SpeciesName=henlei&stockcode=2736
1366,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5932&GenusName=Mustelus&SpeciesName=higmani&stockcode=6241
1367,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5933&GenusName=Mustelus&SpeciesName=lenticulatus&stockcode=6242
1368,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=2541&GenusName=Mustelus&SpeciesName=lunulatus&stockcode=2737
1369,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5941&GenusName=Mustelus&SpeciesName=manazo&stockcode=6250
1370,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=4996&GenusName=Mustelus&SpeciesName=mustelus&stockcode=5231
1371,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5935&GenusName=Mustelus&SpeciesName=palumbes&stockcode=6244
1372,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5936&GenusName=Mustelus&SpeciesName=punctulatus&stockcode=6245
1373,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5937&GenusName=Mustelus&SpeciesName=schmitti&stockcode=6246
1374,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=5939&GenusName=Mustelus&SpeciesName=whitneyi&stockcode=6248
1375,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1209&GenusName=Mycteroperca&SpeciesName=bonaci&stockcode=1225
1376,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1211&GenusName=Mycteroperca&SpeciesName=interstitialis&stockcode=1227
1377,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1212&GenusName=Mycteroperca&SpeciesName=microlepis&stockcode=1228
1378,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1213&GenusName=Mycteroperca&SpeciesName=phenax&stockcode=1229
1379,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1215&GenusName=Mycteroperca&SpeciesName=tigris&stockcode=1231
1380,https://www.fishbase.de/TrophicEco/DietCompoList.php?ID=1216&GenusName=Mycteroperca&SpeciesName=venenosa&stockcode=1232
