,Larvae_Information
1379,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1627&GenusName=Ilisha&SpeciesName=elongata&stockcode=1820
1380,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3880&GenusName=Ilypnus&SpeciesName=gilberti&stockcode=4076
1381,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10501&GenusName=Iniistius&SpeciesName=dea&stockcode=10823
1382,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5613&GenusName=Iniistius&SpeciesName=pavo&stockcode=5905
1383,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23365&GenusName=Iso&SpeciesName=flosmaris&stockcode=18559
1384,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4242&GenusName=Isopsetta&SpeciesName=isolepis&stockcode=4438
1385,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8043&GenusName=Istiblennius&SpeciesName=bellus&stockcode=8354
1386,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27247&GenusName=Istiblennius&SpeciesName=colei&stockcode=21325
1387,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7562&GenusName=Istiblennius&SpeciesName=dussumieri&stockcode=7866
1388,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6049&GenusName=Istiblennius&SpeciesName=edentulus&stockcode=6363
1389,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27245&GenusName=Istiblennius&SpeciesName=flaviumbrinus&stockcode=21324
1390,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6050&GenusName=Istiblennius&SpeciesName=lineatus&stockcode=6364
1391,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13761&GenusName=Istiblennius&SpeciesName=meleagris&stockcode=13805
1392,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27237&GenusName=Istiblennius&SpeciesName=muelleri&stockcode=21319
1393,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27015&GenusName=Istiblennius&SpeciesName=pox&stockcode=21136
1394,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23697&GenusName=Istiblennius&SpeciesName=rivulatus&stockcode=18838
1395,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27016&GenusName=Istiblennius&SpeciesName=spilotus&stockcode=21137
1396,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27195&GenusName=Istiblennius&SpeciesName=steindachneri&stockcode=21281
1397,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25453&GenusName=Istiblennius&SpeciesName=unicolor&stockcode=20103
1398,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7832&GenusName=Istiblennius&SpeciesName=zebra&stockcode=8142
1399,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4336&GenusName=Istigobius&SpeciesName=campbelli&stockcode=4523
1400,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1102&GenusName=Istigobius&SpeciesName=hoshinonis&stockcode=1118
1401,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=77&GenusName=Istiophorus&SpeciesName=platypterus&stockcode=87
1402,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=8231&GenusName=Jaydia&SpeciesName=lineata&stockcode=8544
1403,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1461&GenusName=Jenkinsia&SpeciesName=lamprotaenia&stockcode=1654
1404,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10348&GenusName=Johnius&SpeciesName=macropterus&stockcode=10670
1405,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=223&GenusName=Kajikia&SpeciesName=audax&stockcode=237
1406,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46363&GenusName=Karalepis&SpeciesName=stewarti&stockcode=39575
1407,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=107&GenusName=Katsuwonus&SpeciesName=pelamis&stockcode=121
1408,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2606&GenusName=Kaupichthys&SpeciesName=hyoproroides&stockcode=2802
1409,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25978&GenusName=Knipowitschia&SpeciesName=panizzae&stockcode=20490
1410,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1609&GenusName=Konosirus&SpeciesName=punctatus&stockcode=1802
1411,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5478&GenusName=Koumansetta&SpeciesName=rainfordi&stockcode=5753
1412,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5789&GenusName=Kuhlia&SpeciesName=marginata&stockcode=6084
1413,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5157&GenusName=Kuhlia&SpeciesName=sandvicensis&stockcode=5396
1414,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5805&GenusName=Kyphosus&SpeciesName=cinerascens&stockcode=6100
1415,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=82&GenusName=Labeo&SpeciesName=rohita&stockcode=97
1416,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3238&GenusName=Labidesthes&SpeciesName=sicculus&stockcode=3434
1417,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6623&GenusName=Labracoglossa&SpeciesName=argenteiventris&stockcode=6941
1418,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5109&GenusName=Labrichthys&SpeciesName=unilineatus&stockcode=5344
1419,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3735&GenusName=Labrisomus&SpeciesName=nuchipinnis&stockcode=3931
1420,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5650&GenusName=Labroides&SpeciesName=bicolor&stockcode=5944
1421,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5459&GenusName=Labroides&SpeciesName=dimidiatus&stockcode=5729
1422,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5651&GenusName=Labroides&SpeciesName=pectoralis&stockcode=5945
1423,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7765&GenusName=Labroides&SpeciesName=phthirophagus&stockcode=8075
1424,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4867&GenusName=Labropsis&SpeciesName=micronesica&stockcode=5097
1425,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4865&GenusName=Labropsis&SpeciesName=xanthonota&stockcode=5095
1426,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=572&GenusName=Labrus&SpeciesName=bergylta&stockcode=588
1427,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1375&GenusName=Labrus&SpeciesName=mixtus&stockcode=1393
1428,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1071&GenusName=Lachnolaimus&SpeciesName=maximus&stockcode=1087
1429,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23161&GenusName=Laemonema&SpeciesName=nana&stockcode=18399
1430,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13826&GenusName=Laemonema&SpeciesName=verecundum&stockcode=13840
1431,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24225&GenusName=Laeops&SpeciesName=kitaharae&stockcode=19243
1432,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7645&GenusName=Laeops&SpeciesName=pectoralis&stockcode=7953
1433,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=64223&GenusName=Laiphognathus&SpeciesName=longispinis&stockcode=54375
1434,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7564&GenusName=Laiphognathus&SpeciesName=multimaculatus&stockcode=7868
1435,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7411&GenusName=Lampadena&SpeciesName=luminosa&stockcode=7713
1436,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7412&GenusName=Lampadena&SpeciesName=urophaos&stockcode=7714
1437,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23002&GenusName=Lampanyctus&SpeciesName=acanthurus&stockcode=18262
1438,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=616&GenusName=Lampanyctus&SpeciesName=alatus&stockcode=632
1439,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7000&GenusName=Lampanyctus&SpeciesName=australis&stockcode=7544
1440,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=617&GenusName=Lampanyctus&SpeciesName=crocodilus&stockcode=633
1441,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7001&GenusName=Lampanyctus&SpeciesName=intricarius&stockcode=7545
1442,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16761&GenusName=Lampanyctus&SpeciesName=lepidolychnus&stockcode=15232
1443,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7002&GenusName=Lampanyctus&SpeciesName=macdonaldi&stockcode=7555
1444,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7413&GenusName=Lampanyctus&SpeciesName=nobilis&stockcode=7715
1445,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=54417&GenusName=Lampanyctus&SpeciesName=parvicauda&stockcode=45080
1446,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=623&GenusName=Lampanyctus&SpeciesName=pusillus&stockcode=639
1447,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7414&GenusName=Lampanyctus&SpeciesName=steinbecki&stockcode=7716
1448,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2520&GenusName=Lampetra&SpeciesName=aepyptera&stockcode=2716
1449,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2522&GenusName=Lampetra&SpeciesName=ayresii&stockcode=2718
1450,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4480&GenusName=Lampetra&SpeciesName=fluviatilis&stockcode=4678
1451,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2523&GenusName=Lampetra&SpeciesName=hubbsi&stockcode=2719
1452,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25844&GenusName=Lampetra&SpeciesName=lanceolata&stockcode=20371
1453,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=67149&GenusName=Lampetra&SpeciesName=pacifica&stockcode=58227
1454,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4481&GenusName=Lampetra&SpeciesName=planeri&stockcode=4679
1455,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2528&GenusName=Lampetra&SpeciesName=richardsoni&stockcode=2724
1456,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1072&GenusName=Lampris&SpeciesName=guttatus&stockcode=1088
1457,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=428&GenusName=Larimichthys&SpeciesName=crocea&stockcode=442
1458,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=416&GenusName=Larimichthys&SpeciesName=polyactis&stockcode=430
1459,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4589&GenusName=Lateolabrax&SpeciesName=japonicus&stockcode=4775
1460,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23379&GenusName=Lateolabrax&SpeciesName=latus&stockcode=18569
1461,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=346&GenusName=Lates&SpeciesName=calcarifer&stockcode=360
1462,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6406&GenusName=Lates&SpeciesName=japonicus&stockcode=6727
1463,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=347&GenusName=Lates&SpeciesName=niloticus&stockcode=361
1464,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=14417&GenusName=Latris&SpeciesName=lineata&stockcode=14216
1465,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=459&GenusName=Lebetus&SpeciesName=guilleti&stockcode=473
1466,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=456&GenusName=Lebetus&SpeciesName=scorpioides&stockcode=470
1467,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=22943&GenusName=Lefua&SpeciesName=echigonia&stockcode=18211
1468,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4451&GenusName=Leiognathus&SpeciesName=equulus&stockcode=4649
1469,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4800&GenusName=Leiopotherapon&SpeciesName=unicolor&stockcode=5029
1470,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=429&GenusName=Leiostomus&SpeciesName=xanthurus&stockcode=443
1471,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=640&GenusName=Lepadogaster&SpeciesName=candolii&stockcode=656
1472,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=643&GenusName=Lepadogaster&SpeciesName=lepadogaster&stockcode=659
1473,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=47183&GenusName=Lepidoblennius&SpeciesName=haplodactylus&stockcode=39720
1474,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=47184&GenusName=Lepidoblennius&SpeciesName=marmoratus&stockcode=39721
1475,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1042&GenusName=Lepidocybium&SpeciesName=flavobrunneum&stockcode=1058
1476,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3882&GenusName=Lepidogobius&SpeciesName=lepidus&stockcode=4078
1477,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46616&GenusName=Lepidonectes&SpeciesName=bimaculatus&stockcode=39269
1478,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=46617&GenusName=Lepidonectes&SpeciesName=clarkhubbsi&stockcode=39272
1479,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25553&GenusName=Lepidonectes&SpeciesName=corallicola&stockcode=20162
1480,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7045&GenusName=Lepidonotothen&SpeciesName=squamifrons&stockcode=7385
1481,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24237&GenusName=Lepidopsetta&SpeciesName=bilineata&stockcode=19250
1482,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=645&GenusName=Lepidopus&SpeciesName=caudatus&stockcode=661
1483,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27&GenusName=Lepidorhombus&SpeciesName=boscii&stockcode=37
1484,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=28&GenusName=Lepidorhombus&SpeciesName=whiffiagonis&stockcode=38
1485,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1722&GenusName=Lepidotrigla&SpeciesName=cavillone&stockcode=1918
1486,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=14321&GenusName=Lepidotrigla&SpeciesName=modesta&stockcode=14159
1487,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=14323&GenusName=Lepidotrigla&SpeciesName=mulhalli&stockcode=14160
1488,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=14324&GenusName=Lepidotrigla&SpeciesName=papilio&stockcode=14161
1489,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=14326&GenusName=Lepidotrigla&SpeciesName=vanessa&stockcode=14162
1490,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=5683&GenusName=Lepidozygus&SpeciesName=tapeinosoma&stockcode=5976
1491,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1076&GenusName=Lepisosteus&SpeciesName=osseus&stockcode=1092
1492,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2597&GenusName=Lepisosteus&SpeciesName=platostomus&stockcode=2793
1493,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3372&GenusName=Lepomis&SpeciesName=gibbosus&stockcode=3568
1494,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3375&GenusName=Lepomis&SpeciesName=macrochirus&stockcode=3571
1495,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13931&GenusName=Lepophidium&SpeciesName=negropinna&stockcode=13901
1496,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13934&GenusName=Lepophidium&SpeciesName=stigmatistium&stockcode=13904
1497,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12330&GenusName=Leporinus&SpeciesName=friderici&stockcode=12659
1498,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=57179&GenusName=Leptocephalus&SpeciesName=giganteus&stockcode=46875
1499,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3788&GenusName=Leptoclinus&SpeciesName=maculatus&stockcode=3984
1500,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4112&GenusName=Leptocottus&SpeciesName=armatus&stockcode=4308
1501,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10158&GenusName=Leptostomias&SpeciesName=gracilis&stockcode=10481
1502,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23034&GenusName=Lestidiops&SpeciesName=indopacifica&stockcode=18291
1503,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12415&GenusName=Lestidiops&SpeciesName=jayakari&stockcode=12744
1504,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7401&GenusName=Lestidiops&SpeciesName=mirabilis&stockcode=7703
1505,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=57267&GenusName=Lestidiops&SpeciesName=neles&stockcode=46898
1506,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=49274&GenusName=Lestidiops&SpeciesName=pacificus&stockcode=41282
1507,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1723&GenusName=Lestidiops&SpeciesName=pseudosphyraenoides&stockcode=1919
1508,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=11599&GenusName=Lestidiops&SpeciesName=ringens&stockcode=11925
1509,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23031&GenusName=Lestidiops&SpeciesName=sphyraenopsis&stockcode=18290
1510,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1724&GenusName=Lestidiops&SpeciesName=sphyrenoides&stockcode=1920
1511,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10170&GenusName=Lestidium&SpeciesName=atlanticum&stockcode=10493
1512,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23027&GenusName=Lestidium&SpeciesName=prolixum&stockcode=18288
1513,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=10169&GenusName=Lestrolepis&SpeciesName=intermedia&stockcode=10492
1514,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=24646&GenusName=Lestrolepis&SpeciesName=japonica&stockcode=19538
1515,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=27423&GenusName=Lestrolepis&SpeciesName=luetkeni&stockcode=21450
1516,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1798&GenusName=Lesueurigobius&SpeciesName=suerii&stockcode=1994
1517,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=51512&GenusName=Lesueurina&SpeciesName=platycephala&stockcode=43047
1518,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2521&GenusName=Lethenteron&SpeciesName=appendix&stockcode=2717
1519,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2524&GenusName=Lethenteron&SpeciesName=camtschaticum&stockcode=2720
1520,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25874&GenusName=Lethenteron&SpeciesName=kessleri&stockcode=20415
1521,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=65069&GenusName=Lethenteron&SpeciesName=ninae&stockcode=55122
1522,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=17205&GenusName=Lethenteron&SpeciesName=reissneri&stockcode=15487
1523,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=25867&GenusName=Lethenteron&SpeciesName=zanandreai&stockcode=20384
1524,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3883&GenusName=Lethops&SpeciesName=connectens&stockcode=4079
1525,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1865&GenusName=Lethrinus&SpeciesName=genivittatus&stockcode=2061
1526,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1846&GenusName=Lethrinus&SpeciesName=nebulosus&stockcode=2042
1527,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4782&GenusName=Leucaspius&SpeciesName=delineatus&stockcode=5006
1528,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4783&GenusName=Leuciscus&SpeciesName=aspius&stockcode=5007
1529,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2801&GenusName=Leuciscus&SpeciesName=idus&stockcode=2997
1530,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4662&GenusName=Leuciscus&SpeciesName=leuciscus&stockcode=4879
1531,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3239&GenusName=Leuresthes&SpeciesName=tenuis&stockcode=3435
1532,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9462&GenusName=Leuroglossus&SpeciesName=schmidti&stockcode=9785
1533,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=2703&GenusName=Leuroglossus&SpeciesName=stilbius&stockcode=2899
1534,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=520&GenusName=Limanda&SpeciesName=aspera&stockcode=536
1535,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=521&GenusName=Limanda&SpeciesName=ferruginea&stockcode=537
1536,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=695&GenusName=Limanda&SpeciesName=limanda&stockcode=711
1537,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13514&GenusName=Limnichthys&SpeciesName=fasciatus&stockcode=13668
1538,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7047&GenusName=Lindbergichthys&SpeciesName=nudifrons&stockcode=7387
1539,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=17013&GenusName=Linophryne&SpeciesName=arborifera&stockcode=15403
1540,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4244&GenusName=Liopsetta&SpeciesName=glacialis&stockcode=4440
1541,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4193&GenusName=Liparis&SpeciesName=fucensis&stockcode=4389
1542,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1378&GenusName=Liparis&SpeciesName=liparis&stockcode=1397
1543,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1379&GenusName=Liparis&SpeciesName=montagui&stockcode=1398
1544,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4197&GenusName=Liparis&SpeciesName=mucosus&stockcode=4393
1545,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4198&GenusName=Liparis&SpeciesName=pulchellus&stockcode=4394
1546,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=4506&GenusName=Lipogenys&SpeciesName=gillii&stockcode=4702
1547,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=12542&GenusName=Lipolagus&SpeciesName=ochotensis&stockcode=12874
1548,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=9200&GenusName=Lipophrys&SpeciesName=pholis&stockcode=9521
1549,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=16301&GenusName=Lipophrys&SpeciesName=trigloides&stockcode=15032
1550,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=706&GenusName=Lithognathus&SpeciesName=mormyrus&stockcode=722
1551,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=6052&GenusName=Litobranchus&SpeciesName=fowleri&stockcode=6366
1552,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13673&GenusName=Liza&SpeciesName=carinata&stockcode=13751
1553,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1794&GenusName=Lobianchia&SpeciesName=dofleini&stockcode=1990
1554,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1795&GenusName=Lobianchia&SpeciesName=gemellarii&stockcode=1991
1555,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1077&GenusName=Lobotes&SpeciesName=surinamensis&stockcode=1093
1556,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13776&GenusName=Lophiodes&SpeciesName=caulinaris&stockcode=13818
1557,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=13869&GenusName=Lophiodes&SpeciesName=spilurus&stockcode=13863
1558,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7517&GenusName=Lophiomus&SpeciesName=setigerus&stockcode=7821
1559,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=532&GenusName=Lophius&SpeciesName=americanus&stockcode=549
1560,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23247&GenusName=Lophius&SpeciesName=litulon&stockcode=18468
1561,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=716&GenusName=Lophius&SpeciesName=piscatorius&stockcode=732
1562,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=362&GenusName=Lopholatilus&SpeciesName=chamaeleonticeps&stockcode=376
1563,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3261&GenusName=Lophotus&SpeciesName=lacepede&stockcode=3457
1564,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23461&GenusName=Loricaria&SpeciesName=cataphracta&stockcode=18641
1565,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=310&GenusName=Lota&SpeciesName=lota&stockcode=324
1566,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=7427&GenusName=Loweina&SpeciesName=rara&stockcode=7729
1567,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=23660&GenusName=Lubricogobius&SpeciesName=exiguus&stockcode=18805
1568,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3212&GenusName=Lucania&SpeciesName=parva&stockcode=3408
1569,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1380&GenusName=Lumpenus&SpeciesName=lampretaeformis&stockcode=1399
1570,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=3767&GenusName=Lupinoblennius&SpeciesName=nicholsi&stockcode=3963
1571,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=61380&GenusName=Lupinoblennius&SpeciesName=paivai&stockcode=51165
1572,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=48360&GenusName=Lupinoblennius&SpeciesName=vinctus&stockcode=40625
1573,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1403&GenusName=Lutjanus&SpeciesName=analis&stockcode=1453
1574,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1404&GenusName=Lutjanus&SpeciesName=apodus&stockcode=1454
1575,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1407&GenusName=Lutjanus&SpeciesName=argentimaculatus&stockcode=1456
1576,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=1417&GenusName=Lutjanus&SpeciesName=bohar&stockcode=1468
1577,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=261&GenusName=Lutjanus&SpeciesName=fulviflamma&stockcode=275
1578,https://www.fishbase.de/Reproduction/LarvaeInfoList.php?ID=266&GenusName=Lutjanus&SpeciesName=griseus&stockcode=280
