,Descriptive_Characters_Of_Fish_Eggs
1526,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3434&GenusName=Etheostoma&SpeciesName=kennicotti&fc=306&stockcode=3630
1527,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3435&GenusName=Etheostoma&SpeciesName=lepidum&fc=306&stockcode=3631
1528,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3438&GenusName=Etheostoma&SpeciesName=maculatum&fc=306&stockcode=3634
1529,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3441&GenusName=Etheostoma&SpeciesName=microperca&fc=306&stockcode=3637
1530,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3443&GenusName=Etheostoma&SpeciesName=neopterum&fc=306&stockcode=3639
1531,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3444&GenusName=Etheostoma&SpeciesName=nianguae&fc=306&stockcode=3640
1532,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3445&GenusName=Etheostoma&SpeciesName=nigrum&fc=306&stockcode=3641
1533,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3448&GenusName=Etheostoma&SpeciesName=okaloosae&fc=306&stockcode=3644
1534,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3449&GenusName=Etheostoma&SpeciesName=olivaceum&fc=306&stockcode=3645
1535,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3450&GenusName=Etheostoma&SpeciesName=olmstedi&fc=306&stockcode=3646
1536,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3454&GenusName=Etheostoma&SpeciesName=perlongum&fc=306&stockcode=3650
1537,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3456&GenusName=Etheostoma&SpeciesName=proeliare&fc=306&stockcode=3652
1538,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3458&GenusName=Etheostoma&SpeciesName=radiosum&fc=306&stockcode=3654
1539,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3460&GenusName=Etheostoma&SpeciesName=rufilineatum&fc=306&stockcode=3656
1540,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3467&GenusName=Etheostoma&SpeciesName=smithi&fc=306&stockcode=3663
1541,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3468&GenusName=Etheostoma&SpeciesName=spectabile&fc=306&stockcode=3664
1542,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3469&GenusName=Etheostoma&SpeciesName=squamiceps&fc=306&stockcode=3665
1543,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3470&GenusName=Etheostoma&SpeciesName=stigmaeum&fc=306&stockcode=3666
1544,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3471&GenusName=Etheostoma&SpeciesName=striatulum&fc=306&stockcode=3667
1545,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3474&GenusName=Etheostoma&SpeciesName=tetrazonum&fc=306&stockcode=3670
1546,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3476&GenusName=Etheostoma&SpeciesName=tippecanoe&fc=306&stockcode=3672
1547,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3477&GenusName=Etheostoma&SpeciesName=trisella&fc=306&stockcode=3673
1548,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3479&GenusName=Etheostoma&SpeciesName=variatum&fc=306&stockcode=3675
1549,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3480&GenusName=Etheostoma&SpeciesName=virgatum&fc=306&stockcode=3676
1550,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3481&GenusName=Etheostoma&SpeciesName=vitreum&fc=306&stockcode=3677
1551,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3483&GenusName=Etheostoma&SpeciesName=zonale&fc=306&stockcode=3679
1552,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1594&GenusName=Ethmalosa&SpeciesName=fimbriata&fc=43&stockcode=1787
1553,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1593&GenusName=Ethmidium&SpeciesName=maculatum&fc=43&stockcode=1786
1554,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8703&GenusName=Etroplus&SpeciesName=maculatus&fc=349&stockcode=9021
1555,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4681&GenusName=Etroplus&SpeciesName=suratensis&fc=349&stockcode=4899
1556,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1455&GenusName=Etrumeus&SpeciesName=sadina&fc=683&stockcode=1648
1557,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1456&GenusName=Etrumeus&SpeciesName=whiteheadi&fc=683&stockcode=1649
1558,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4454&GenusName=Eubleekeria&SpeciesName=splendens&fc=318&stockcode=4652
1559,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1051&GenusName=Eucinostomus&SpeciesName=havana&fc=326&stockcode=1067
1560,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=55796&GenusName=Eugerres&SpeciesName=mexicanus&fc=326&stockcode=46020
1561,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3260&GenusName=Eumecichthys&SpeciesName=fiski&fc=224&stockcode=3456
1562,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=17375&GenusName=Eumegistus&SpeciesName=brevorti&fc=319&stockcode=15565
1563,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4184&GenusName=Eumicrotremus&SpeciesName=orbis&fc=284&stockcode=4380
1564,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4606&GenusName=Eurypegasus&SpeciesName=draconis&fc=286&stockcode=4793
1565,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24980&GenusName=Eurypleuron&SpeciesName=owasianum&fc=187&stockcode=19767
1566,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57347&GenusName=Eutelichthys&SpeciesName=leptochirus&fc=615&stockcode=46940
1567,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=96&GenusName=Euthynnus&SpeciesName=affinis&fc=416&stockcode=110
1568,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=97&GenusName=Euthynnus&SpeciesName=alletteratus&fc=416&stockcode=111
1569,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=68&GenusName=Eutrigla&SpeciesName=gurnardus&fc=266&stockcode=78
1570,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7276&GenusName=Eviota&SpeciesName=sigillata&fc=405&stockcode=7456
1571,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6032&GenusName=Exallias&SpeciesName=brevis&fc=392&stockcode=6346
1572,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1032&GenusName=Exocoetus&SpeciesName=volitans&fc=206&stockcode=1048
1573,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=58721&GenusName=Facciolella&SpeciesName=equatorialis&fc=64&stockcode=48437
1574,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9071&GenusName=Facciolella&SpeciesName=oxyrhyncha&fc=64&stockcode=9392
1575,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47547&GenusName=Fenestraja&SpeciesName=atripinna&fc=715&stockcode=39978
1576,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47555&GenusName=Fenestraja&SpeciesName=cubensis&fc=715&stockcode=39980
1577,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51804&GenusName=Fenestraja&SpeciesName=ishiyamai&fc=715&stockcode=43251
1578,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54095&GenusName=Fenestraja&SpeciesName=maceachrani&fc=715&stockcode=44870
1579,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54094&GenusName=Fenestraja&SpeciesName=mamillidens&fc=715&stockcode=44869
1580,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51799&GenusName=Fenestraja&SpeciesName=plutonia&fc=715&stockcode=43247
1581,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12585&GenusName=Fenestraja&SpeciesName=sibogae&fc=715&stockcode=12930
1582,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51807&GenusName=Fenestraja&SpeciesName=sinusmexicanus&fc=715&stockcode=43254
1583,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46128&GenusName=Festucalex&SpeciesName=cinctus&fc=258&stockcode=38883
1584,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7724&GenusName=Festucalex&SpeciesName=erythraeus&fc=258&stockcode=8033
1585,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27352&GenusName=Festucalex&SpeciesName=gibbsi&fc=258&stockcode=21398
1586,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7725&GenusName=Festucalex&SpeciesName=prolixus&fc=258&stockcode=8034
1587,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46129&GenusName=Festucalex&SpeciesName=scalaris&fc=258&stockcode=38884
1588,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46130&GenusName=Festucalex&SpeciesName=wassi&fc=258&stockcode=38885
1589,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7848&GenusName=Fibramia&SpeciesName=amboinensis&fc=304&stockcode=8158
1590,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5761&GenusName=Fibramia&SpeciesName=lateralis&fc=304&stockcode=6054
1591,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12747&GenusName=Fibramia&SpeciesName=thermalis&fc=304&stockcode=13076
1592,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46131&GenusName=Filicampus&SpeciesName=tigris&fc=258&stockcode=38886
1593,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56403&GenusName=Fiordichthys&SpeciesName=paxtoni&fc=472&stockcode=46449
1594,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5444&GenusName=Fistularia&SpeciesName=commersonii&fc=254&stockcode=5709
1595,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8289&GenusName=Fistularia&SpeciesName=corneta&fc=254&stockcode=8602
1596,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3184&GenusName=Floridichthys&SpeciesName=carpio&fc=212&stockcode=3380
1597,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10801&GenusName=Foa&SpeciesName=albimaculosa&fc=304&stockcode=11124
1598,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5742&GenusName=Foa&SpeciesName=brachygramma&fc=304&stockcode=6035
1599,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14861&GenusName=Foa&SpeciesName=fo&fc=304&stockcode=14403
1600,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59765&GenusName=Foa&SpeciesName=hyalina&fc=304&stockcode=49501
1601,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59778&GenusName=Foa&SpeciesName=madagascariensis&fc=304&stockcode=49514
1602,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1033&GenusName=Fodiator&SpeciesName=acutus&fc=206&stockcode=1049
1603,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54953&GenusName=Folifer&SpeciesName=brevifilis&fc=122&stockcode=45502
1604,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5584&GenusName=Forcipiger&SpeciesName=flavissimus&fc=343&stockcode=5874
1605,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5585&GenusName=Forcipiger&SpeciesName=longirostris&fc=343&stockcode=5875
1606,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47108&GenusName=Forsterygion&SpeciesName=capito&fc=390&stockcode=39664
1607,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47057&GenusName=Forsterygion&SpeciesName=flavonigrum&fc=390&stockcode=39627
1608,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47119&GenusName=Forsterygion&SpeciesName=gymnotum&fc=390&stockcode=39673
1609,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12940&GenusName=Forsterygion&SpeciesName=lapillum&fc=390&stockcode=13272
1610,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46361&GenusName=Forsterygion&SpeciesName=malcolmi&fc=390&stockcode=39062
1611,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47027&GenusName=Forsterygion&SpeciesName=maryannae&fc=390&stockcode=39601
1612,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47121&GenusName=Forsterygion&SpeciesName=nigripenne&fc=390&stockcode=39676
1613,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46992&GenusName=Forsterygion&SpeciesName=varium&fc=390&stockcode=39579
1614,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8010&GenusName=Fowleria&SpeciesName=aurita&fc=304&stockcode=8321
1615,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25073&GenusName=Fowleria&SpeciesName=flammea&fc=304&stockcode=19836
1616,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59779&GenusName=Fowleria&SpeciesName=isostigma&fc=304&stockcode=49515
1617,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5744&GenusName=Fowleria&SpeciesName=marmorata&fc=304&stockcode=6037
1618,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5743&GenusName=Fowleria&SpeciesName=punctulata&fc=304&stockcode=6036
1619,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8592&GenusName=Fowleria&SpeciesName=vaiulae&fc=304&stockcode=8907
1620,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5745&GenusName=Fowleria&SpeciesName=variegata&fc=304&stockcode=6038
1621,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3083&GenusName=Fowlerichthys&SpeciesName=avalonis&fc=192&stockcode=3279
1622,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3085&GenusName=Fowlerichthys&SpeciesName=ocellatus&fc=192&stockcode=3281
1623,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3087&GenusName=Fowlerichthys&SpeciesName=radiosus&fc=192&stockcode=3283
1624,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=60321&GenusName=Fowlerichthys&SpeciesName=scriptissimus&fc=192&stockcode=50072
1625,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12804&GenusName=Fowlerichthys&SpeciesName=senegalensis&fc=192&stockcode=13131
1626,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9708&GenusName=Fundulopanchax&SpeciesName=amieti&fc=642&stockcode=10031
1627,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9709&GenusName=Fundulopanchax&SpeciesName=arnoldi&fc=642&stockcode=10032
1628,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=49559&GenusName=Fundulus&SpeciesName=bermudae&fc=570&stockcode=41469
1629,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3187&GenusName=Fundulus&SpeciesName=chrysotus&fc=570&stockcode=3383
1630,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3188&GenusName=Fundulus&SpeciesName=cingulatus&fc=570&stockcode=3384
1631,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3189&GenusName=Fundulus&SpeciesName=confluentus&fc=570&stockcode=3385
1632,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3190&GenusName=Fundulus&SpeciesName=diaphanus&fc=570&stockcode=3386
1633,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3192&GenusName=Fundulus&SpeciesName=heteroclitus&fc=570&stockcode=3388
1634,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3195&GenusName=Fundulus&SpeciesName=luciae&fc=570&stockcode=3391
1635,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3196&GenusName=Fundulus&SpeciesName=majalis&fc=570&stockcode=3392
1636,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3197&GenusName=Fundulus&SpeciesName=notatus&fc=570&stockcode=3393
1637,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3198&GenusName=Fundulus&SpeciesName=nottii&fc=570&stockcode=3394
1638,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3199&GenusName=Fundulus&SpeciesName=olivaceus&fc=570&stockcode=3395
1639,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3200&GenusName=Fundulus&SpeciesName=parvipinnis&fc=570&stockcode=3396
1640,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=49563&GenusName=Fundulus&SpeciesName=relictus&fc=570&stockcode=41477
1641,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3205&GenusName=Fundulus&SpeciesName=similis&fc=570&stockcode=3401
1642,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3207&GenusName=Fundulus&SpeciesName=waccamensis&fc=570&stockcode=3403
1643,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3166&GenusName=Fundulus&SpeciesName=xenicus&fc=570&stockcode=3362
1644,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3208&GenusName=Fundulus&SpeciesName=zebrinus&fc=570&stockcode=51925
1645,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23967&GenusName=Furcina&SpeciesName=ishikawae&fc=277&stockcode=19055
1646,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25&GenusName=Gadiculus&SpeciesName=thori&fc=183&stockcode=35
1647,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=22752&GenusName=Gadopsis&SpeciesName=bispinosus&fc=288&stockcode=18051
1648,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=318&GenusName=Gadus&SpeciesName=chalcogrammus&fc=183&stockcode=332
1649,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=308&GenusName=Gadus&SpeciesName=macrocephalus&fc=183&stockcode=322
1650,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=69&GenusName=Gadus&SpeciesName=morhua&fc=183&stockcode=79
1651,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1740&GenusName=Gaidropsarus&SpeciesName=mediterraneus&fc=505&stockcode=1936
1652,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1876&GenusName=Gaidropsarus&SpeciesName=vulgaris&fc=505&stockcode=2072
1653,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12246&GenusName=Galaxias&SpeciesName=divergens&fc=79&stockcode=12572
1654,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12247&GenusName=Galaxias&SpeciesName=fasciatus&fc=79&stockcode=12573
1655,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6202&GenusName=Galaxias&SpeciesName=johnstoni&fc=79&stockcode=6515
1656,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7579&GenusName=Galaxias&SpeciesName=maculatus&fc=79&stockcode=7883
1657,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=22570&GenusName=Galaxias&SpeciesName=occidentalis&fc=79&stockcode=17936
1658,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47142&GenusName=Galaxias&SpeciesName=platei&fc=79&stockcode=39692
1659,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12623&GenusName=Galaxias&SpeciesName=truttaceus&fc=79&stockcode=12968
1660,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=22531&GenusName=Galaxias&SpeciesName=vulgaris&fc=79&stockcode=17897
1661,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9481&GenusName=Galaxiella&SpeciesName=pusilla&fc=79&stockcode=9803
1662,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=886&GenusName=Galeocerdo&SpeciesName=cuvier&fc=11&stockcode=902
1663,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3215&GenusName=Gambusia&SpeciesName=affinis&fc=216&stockcode=3411
1664,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11896&GenusName=Garmanella&SpeciesName=pulchra&fc=212&stockcode=12222
1665,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24477&GenusName=Garra&SpeciesName=mullya&fc=122&stockcode=19411
1666,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2420&GenusName=Gasterosteus&SpeciesName=aculeatus&fc=260&stockcode=2615
1667,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1041&GenusName=Gempylus&SpeciesName=serpens&fc=414&stockcode=1057
1668,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67259&GenusName=Genyatremus&SpeciesName=cavifrons&fc=327&stockcode=58462
1669,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8248&GenusName=Genyatremus&SpeciesName=dovii&fc=327&stockcode=8561
1670,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7535&GenusName=Genyatremus&SpeciesName=luteus&fc=327&stockcode=7839
1671,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8254&GenusName=Genyatremus&SpeciesName=pacifici&fc=327&stockcode=8567
1672,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=482&GenusName=Genypterus&SpeciesName=blacodes&fc=186&stockcode=496
1673,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26204&GenusName=Genypterus&SpeciesName=brasiliensis&fc=186&stockcode=20561
1674,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=485&GenusName=Genypterus&SpeciesName=capensis&fc=186&stockcode=499
1675,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=483&GenusName=Genypterus&SpeciesName=chilensis&fc=186&stockcode=497
1676,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=484&GenusName=Genypterus&SpeciesName=maculatus&fc=186&stockcode=498
1677,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24945&GenusName=Genypterus&SpeciesName=tigerinus&fc=186&stockcode=19745
1678,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57713&GenusName=Geophagus&SpeciesName=altifrons&fc=349&stockcode=47229
1679,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4751&GenusName=Geophagus&SpeciesName=brasiliensis&fc=349&stockcode=4975
1680,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12372&GenusName=Geophagus&SpeciesName=steindachneri&fc=349&stockcode=12701
1681,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7100&GenusName=Gerlachea&SpeciesName=australis&fc=383&stockcode=7482
1682,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5801&GenusName=Gerres&SpeciesName=oblongus&fc=326&stockcode=6096
1683,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3723&GenusName=Gibbonsia&SpeciesName=elegans&fc=391&stockcode=3919
1684,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3725&GenusName=Gibbonsia&SpeciesName=metzi&fc=391&stockcode=3921
1685,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3726&GenusName=Gibbonsia&SpeciesName=montereyensis&fc=391&stockcode=3922
1686,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4439&GenusName=Gibelion&SpeciesName=catla&fc=122&stockcode=5688
1687,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1556&GenusName=Gilchristella&SpeciesName=aestuaria&fc=43&stockcode=1749
1688,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46362&GenusName=Gilloblennius&SpeciesName=abditus&fc=390&stockcode=39063
1689,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46994&GenusName=Gilloblennius&SpeciesName=tripennis&fc=390&stockcode=39576
1690,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14956&GenusName=Glaucosoma&SpeciesName=hebraicum&fc=298&stockcode=14437
1691,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14863&GenusName=Glossamia&SpeciesName=aprion&fc=304&stockcode=14404
1692,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25767&GenusName=Glossamia&SpeciesName=beauforti&fc=304&stockcode=20321
1693,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25768&GenusName=Glossamia&SpeciesName=gjellerupi&fc=304&stockcode=20322
1694,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25771&GenusName=Glossamia&SpeciesName=narindica&fc=304&stockcode=20324
1695,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25772&GenusName=Glossamia&SpeciesName=sandei&fc=304&stockcode=20325
1696,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26141&GenusName=Glossamia&SpeciesName=trifasciata&fc=304&stockcode=20549
1697,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26142&GenusName=Glossamia&SpeciesName=wichmanni&fc=304&stockcode=20550
1698,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10477&GenusName=Glossolepis&SpeciesName=incisus&fc=564&stockcode=10799
1699,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26&GenusName=Glyptocephalus&SpeciesName=cynoglossus&fc=440&stockcode=36
1700,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4238&GenusName=Glyptocephalus&SpeciesName=zachirus&fc=440&stockcode=4434
1701,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6045&GenusName=Glyptoparus&SpeciesName=delicatulus&fc=392&stockcode=6359
1702,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54134&GenusName=Glyptophidium&SpeciesName=argenteum&fc=186&stockcode=44908
1703,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24946&GenusName=Glyptophidium&SpeciesName=japonicum&fc=186&stockcode=19746
1704,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7889&GenusName=Glyptophidium&SpeciesName=longipes&fc=186&stockcode=8200
1705,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24948&GenusName=Glyptophidium&SpeciesName=lucidum&fc=186&stockcode=19747
1706,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10681&GenusName=Glyptophidium&SpeciesName=macropus&fc=186&stockcode=11004
1707,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10434&GenusName=Glyptophidium&SpeciesName=oceanium&fc=186&stockcode=10755
1708,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8579&GenusName=Gnathochromis&SpeciesName=pfefferi&fc=349&stockcode=8894
1709,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1790&GenusName=Gnathophis&SpeciesName=mystax&fc=62&stockcode=1986
