,Species_with_Information_on_Predators
1025,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=429&GenusName=Leiostomus&SpeciesName=xanthurus
1026,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8626&GenusName=Lepidiolamprologus&SpeciesName=attenuatus
1027,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8628&GenusName=Lepidiolamprologus&SpeciesName=elongatus
1028,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8631&GenusName=Lepidiolamprologus&SpeciesName=profundicola
1029,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13639&GenusName=Lepidocephalichthys&SpeciesName=thermalis
1030,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1042&GenusName=Lepidocybium&SpeciesName=flavobrunneum
1031,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7045&GenusName=Lepidonotothen&SpeciesName=squamifrons
1032,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6591&GenusName=Lepidophanes&SpeciesName=guentheri
1033,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24237&GenusName=Lepidopsetta&SpeciesName=bilineata
1034,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=54156&GenusName=Lepidopus&SpeciesName=altifrons
1035,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=645&GenusName=Lepidopus&SpeciesName=caudatus
1036,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3910&GenusName=Lepidopus&SpeciesName=fitchi
1037,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=28&GenusName=Lepidorhombus&SpeciesName=whiffiagonis
1038,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8483&GenusName=Lepidorhynchus&SpeciesName=denticulatus
1039,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1722&GenusName=Lepidotrigla&SpeciesName=cavillone
1040,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10186&GenusName=Lepidotrigla&SpeciesName=dieuzeidei
1041,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1076&GenusName=Lepisosteus&SpeciesName=osseus
1042,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3371&GenusName=Lepomis&SpeciesName=cyanellus
1043,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3372&GenusName=Lepomis&SpeciesName=gibbosus
1044,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3375&GenusName=Lepomis&SpeciesName=macrochirus
1045,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3377&GenusName=Lepomis&SpeciesName=megalotis
1046,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7553&GenusName=Lepophidium&SpeciesName=brevibarbe
1047,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5420&GenusName=Lepophidium&SpeciesName=profundorum
1048,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4154&GenusName=Leptagonus&SpeciesName=decagonus
1049,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=52321&GenusName=Leptatherina&SpeciesName=presbyteroides
1050,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22657&GenusName=Leptatherina&SpeciesName=wallacei
1051,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3788&GenusName=Leptoclinus&SpeciesName=maculatus
1052,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4112&GenusName=Leptocottus&SpeciesName=armatus
1053,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12858&GenusName=Leptonotus&SpeciesName=blainvilleanus
1054,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=49274&GenusName=Lestidiops&SpeciesName=pacificus
1055,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16556&GenusName=Lestidiops&SpeciesName=similis
1056,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23031&GenusName=Lestidiops&SpeciesName=sphyraenopsis
1057,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10170&GenusName=Lestidium&SpeciesName=atlanticum
1058,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23027&GenusName=Lestidium&SpeciesName=prolixum
1059,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10169&GenusName=Lestrolepis&SpeciesName=intermedia
1060,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7685&GenusName=Lesueurigobius&SpeciesName=friesii
1061,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2524&GenusName=Lethenteron&SpeciesName=camtschaticum
1062,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25874&GenusName=Lethenteron&SpeciesName=kessleri
1063,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4782&GenusName=Leucaspius&SpeciesName=delineatus
1064,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2801&GenusName=Leuciscus&SpeciesName=idus
1065,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4662&GenusName=Leuciscus&SpeciesName=leuciscus
1066,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2557&GenusName=Leucoraja&SpeciesName=erinacea
1067,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9462&GenusName=Leuroglossus&SpeciesName=schmidti
1068,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2703&GenusName=Leuroglossus&SpeciesName=stilbius
1069,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=692&GenusName=Lichia&SpeciesName=amia
1070,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=520&GenusName=Limanda&SpeciesName=aspera
1071,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=521&GenusName=Limanda&SpeciesName=ferruginea
1072,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=695&GenusName=Limanda&SpeciesName=limanda
1073,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4243&GenusName=Limanda&SpeciesName=proboscidea
1074,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=50421&GenusName=Limanda&SpeciesName=sakhalinensis
1075,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1550&GenusName=Limnothrissa&SpeciesName=miodon
1076,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8638&GenusName=Limnotilapia&SpeciesName=dardennii
1077,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7046&GenusName=Lindbergichthys&SpeciesName=mizops
1078,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7047&GenusName=Lindbergichthys&SpeciesName=nudifrons
1079,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13072&GenusName=Liopsetta&SpeciesName=pinnifasciata
1080,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4186&GenusName=Liparis&SpeciesName=atlanticus
1081,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4190&GenusName=Liparis&SpeciesName=gibbus
1082,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1378&GenusName=Liparis&SpeciesName=liparis
1083,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12542&GenusName=Lipolagus&SpeciesName=ochotensis
1084,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9200&GenusName=Lipophrys&SpeciesName=pholis
1085,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16301&GenusName=Lipophrys&SpeciesName=trigloides
1086,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=450&GenusName=Lithognathus&SpeciesName=lithognathus
1087,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=706&GenusName=Lithognathus&SpeciesName=mormyrus
1088,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1794&GenusName=Lobianchia&SpeciesName=dofleini
1089,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8639&GenusName=Lobochilotes&SpeciesName=labiatus
1090,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3683&GenusName=Lonchopisthus&SpeciesName=micrognathus
1091,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=56872&GenusName=Lophiodes&SpeciesName=beroe
1092,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7517&GenusName=Lophiomus&SpeciesName=setigerus
1093,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=532&GenusName=Lophius&SpeciesName=americanus
1094,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1078&GenusName=Lophius&SpeciesName=gastrophysus
1095,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23247&GenusName=Lophius&SpeciesName=litulon
1096,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=716&GenusName=Lophius&SpeciesName=piscatorius
1097,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10256&GenusName=Lophius&SpeciesName=vomerinus
1098,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=362&GenusName=Lopholatilus&SpeciesName=chamaeleonticeps
1099,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23463&GenusName=Loricariichthys&SpeciesName=maculatus
1100,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=310&GenusName=Lota&SpeciesName=lota
1101,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3212&GenusName=Lucania&SpeciesName=parva
1102,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8693&GenusName=Lucigadus&SpeciesName=nigromaculatus
1103,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16827&GenusName=Lucigadus&SpeciesName=ori
1104,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4637&GenusName=Luciobarbus&SpeciesName=brachycephalus
1105,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=26488&GenusName=Luciobarbus&SpeciesName=longiceps
1106,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9157&GenusName=Luciosudis&SpeciesName=normani
1107,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3785&GenusName=Lumpenella&SpeciesName=longirostris
1108,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3786&GenusName=Lumpenus&SpeciesName=fabricii
1109,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1380&GenusName=Lumpenus&SpeciesName=lampretaeformis
1110,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3790&GenusName=Lumpenus&SpeciesName=sagitta
1111,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=266&GenusName=Lutjanus&SpeciesName=griseus
1112,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15640&GenusName=Lycenchelys&SpeciesName=sarsii
1113,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=64886&GenusName=Lycodes&SpeciesName=beringi
1114,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3136&GenusName=Lycodes&SpeciesName=brevipes
1115,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25011&GenusName=Lycodes&SpeciesName=brunneofasciatus
1116,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23837&GenusName=Lycodes&SpeciesName=caudimaculatus
1117,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=48216&GenusName=Lycodes&SpeciesName=concolor
1118,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3129&GenusName=Lycodes&SpeciesName=cortezianus
1119,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3147&GenusName=Lycodes&SpeciesName=pacificus
1120,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3140&GenusName=Lycodes&SpeciesName=palearis
1121,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15761&GenusName=Lycodes&SpeciesName=vahlii
1122,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4246&GenusName=Lyopsetta&SpeciesName=exilis
1123,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10311&GenusName=Maccullochella&SpeciesName=peelii
1124,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10312&GenusName=Macquaria&SpeciesName=ambigua
1125,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10566&GenusName=Macquaria&SpeciesName=australasica
1126,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=417&GenusName=Macrodon&SpeciesName=ancylodon
1127,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5152&GenusName=Macrognathus&SpeciesName=aculeatus
1128,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16558&GenusName=Macroparalepis&SpeciesName=affinis
1129,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=333&GenusName=Macroramphosus&SpeciesName=scolopax
1130,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=329&GenusName=Macruronus&SpeciesName=magellanicus
1131,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1825&GenusName=Macruronus&SpeciesName=novaezelandiae
1132,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2727&GenusName=Magnisudis&SpeciesName=atlantica
1133,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6978&GenusName=Magnisudis&SpeciesName=prionosa
1134,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=218&GenusName=Makaira&SpeciesName=mazara
1135,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3541&GenusName=Malacanthus&SpeciesName=plumieri
1136,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4989&GenusName=Malacocephalus&SpeciesName=laevis
1137,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4113&GenusName=Malacocottus&SpeciesName=kincaidi
1138,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11730&GenusName=Malacocottus&SpeciesName=zonurus
1139,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16559&GenusName=Malacoctenus&SpeciesName=gilli
1140,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3737&GenusName=Malacoctenus&SpeciesName=macropus
1141,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2087&GenusName=Malapterurus&SpeciesName=electricus
1142,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=252&GenusName=Mallotus&SpeciesName=villosus
1143,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11812&GenusName=Mangarinus&SpeciesName=waterousi
1144,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5405&GenusName=Marcusenius&SpeciesName=macrolepidotus
1145,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10140&GenusName=Mastacembelus&SpeciesName=armatus
1146,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10060&GenusName=Mastacembelus&SpeciesName=frenatus
1147,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10063&GenusName=Mastacembelus&SpeciesName=moorii
1148,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=60992&GenusName=Maurolicus&SpeciesName=japonicus
1149,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=754&GenusName=Maurolicus&SpeciesName=muelleri
1150,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51603&GenusName=Maurolicus&SpeciesName=stehmanni
1151,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4798&GenusName=Mayaheros&SpeciesName=urophthalmus
1152,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2291&GenusName=Mchenga&SpeciesName=eucinostomus
1153,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3597&GenusName=Medialuna&SpeciesName=californiensis
1154,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=384&GenusName=Megalaspis&SpeciesName=cordyla
1155,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4114&GenusName=Megalocottus&SpeciesName=platycephalus
1156,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=227&GenusName=Megalops&SpeciesName=cyprinoides
1157,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16586&GenusName=Melamphaes&SpeciesName=lugubris
1158,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16855&GenusName=Melamphaes&SpeciesName=simus
1159,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2292&GenusName=Melanocetus&SpeciesName=johnsonii
1160,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1381&GenusName=Melanogrammus&SpeciesName=aeglefinus
1161,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7130&GenusName=Melanonus&SpeciesName=gracilis
1162,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5118&GenusName=Melanonus&SpeciesName=zugmayeri
1163,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11772&GenusName=Melanostomias&SpeciesName=bartonbeani
1164,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11307&GenusName=Melanotaenia&SpeciesName=nigrans
1165,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13102&GenusName=Melanotaenia&SpeciesName=splendida
1166,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3240&GenusName=Membras&SpeciesName=martinica
1167,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46993&GenusName=Mendosoma&SpeciesName=lineatum
1168,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=390&GenusName=Mene&SpeciesName=maculata
1169,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3241&GenusName=Menidia&SpeciesName=beryllina
1170,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3243&GenusName=Menidia&SpeciesName=extensa
1171,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=339&GenusName=Menidia&SpeciesName=menidia
1172,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=409&GenusName=Menticirrhus&SpeciesName=americanus
1173,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=29&GenusName=Merlangius&SpeciesName=merlangus
1174,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1080&GenusName=Merluccius&SpeciesName=albidus
1175,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=322&GenusName=Merluccius&SpeciesName=australis
1176,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=323&GenusName=Merluccius&SpeciesName=bilinearis
1177,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1828&GenusName=Merluccius&SpeciesName=capensis
1178,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=324&GenusName=Merluccius&SpeciesName=gayi+gayi
1179,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14693&GenusName=Merluccius&SpeciesName=gayi+peruanus
1180,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=325&GenusName=Merluccius&SpeciesName=hubbsi
1181,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=30&GenusName=Merluccius&SpeciesName=merluccius
1182,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1826&GenusName=Merluccius&SpeciesName=paradoxus
1183,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=326&GenusName=Merluccius&SpeciesName=productus
1184,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=47064&GenusName=Mesoheros&SpeciesName=ornatus
1185,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7004&GenusName=Metelectrona&SpeciesName=ventralis
1186,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13139&GenusName=Meuschenia&SpeciesName=scaber
1187,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2402&GenusName=Micralestes&SpeciesName=acutidens
1188,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=32&GenusName=Microchirus&SpeciesName=variegatus
1189,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1879&GenusName=Microgadus&SpeciesName=proximus
1190,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=316&GenusName=Microgadus&SpeciesName=tomcod
1191,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3890&GenusName=Microgobius&SpeciesName=carri
1192,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3891&GenusName=Microgobius&SpeciesName=gulosus
1193,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3569&GenusName=Microlepidotus&SpeciesName=inornatus
1194,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=320&GenusName=Micromesistius&SpeciesName=australis
1195,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=31&GenusName=Micromesistius&SpeciesName=poutassou
1196,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7620&GenusName=Micropogonias&SpeciesName=furnieri
1197,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=408&GenusName=Micropogonias&SpeciesName=undulatus
1198,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3382&GenusName=Micropterus&SpeciesName=dolomieu
1199,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3385&GenusName=Micropterus&SpeciesName=salmoides
1200,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1122&GenusName=Microspathodon&SpeciesName=chrysurus
1201,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12455&GenusName=Microspathodon&SpeciesName=dorsalis
1202,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1731&GenusName=Microstoma&SpeciesName=microstoma
1203,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1382&GenusName=Microstomus&SpeciesName=kitt
1204,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4247&GenusName=Microstomus&SpeciesName=pacificus
1205,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4790&GenusName=Misgurnus&SpeciesName=fossilis
1206,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4898&GenusName=Mistichthys&SpeciesName=luzonensis
1207,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46179&GenusName=Mitotichthys&SpeciesName=semistriatus
1208,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2061&GenusName=Mobula&SpeciesName=birostris
1209,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1732&GenusName=Mola&SpeciesName=mola
1210,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1383&GenusName=Molva&SpeciesName=dypterygia
1211,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=33&GenusName=Molva&SpeciesName=molva
1212,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7976&GenusName=Monacanthus&SpeciesName=chinensis
1213,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4280&GenusName=Monacanthus&SpeciesName=ciliatus
1214,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4283&GenusName=Monacanthus&SpeciesName=tuckeri
1215,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7858&GenusName=Monodactylus&SpeciesName=falciformis
1216,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4226&GenusName=Monolene&SpeciesName=antillarum
1217,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=28225&GenusName=Monomitopus&SpeciesName=agassizii
1218,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1734&GenusName=Mora&SpeciesName=moro
1219,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8767&GenusName=Mormyrus&SpeciesName=kannume
1220,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=355&GenusName=Morone&SpeciesName=americana
1221,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3308&GenusName=Morone&SpeciesName=chrysops
1222,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=353&GenusName=Morone&SpeciesName=saxatilis
1223,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=785&GenusName=Mugil&SpeciesName=cephalus
1224,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1086&GenusName=Mugil&SpeciesName=curema
1225,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1089&GenusName=Mugil&SpeciesName=incilis
1226,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14701&GenusName=Mugil&SpeciesName=trichodon
1227,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5983&GenusName=Mulloidichthys&SpeciesName=flavolineatus
1228,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1092&GenusName=Mulloidichthys&SpeciesName=martinicus
1229,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14063&GenusName=Mullus&SpeciesName=argentinae
1230,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=790&GenusName=Mullus&SpeciesName=barbatus+barbatus
1231,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1327&GenusName=Mullus&SpeciesName=surmuletus
1232,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5514&GenusName=Muraenesox&SpeciesName=bagio
1233,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7124&GenusName=Muraenolepis&SpeciesName=marmorata
1234,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7126&GenusName=Muraenolepis&SpeciesName=microps
1235,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2539&GenusName=Mustelus&SpeciesName=canis
1236,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2540&GenusName=Mustelus&SpeciesName=henlei
1237,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3333&GenusName=Mycteroperca&SpeciesName=jordani
1238,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7424&GenusName=Myctophum&SpeciesName=affine
1239,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4488&GenusName=Myctophum&SpeciesName=asperum
1240,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4489&GenusName=Myctophum&SpeciesName=aurolaternatum
1241,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10699&GenusName=Myctophum&SpeciesName=brachygnathum
1242,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4490&GenusName=Myctophum&SpeciesName=nitidulum
1243,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16715&GenusName=Myctophum&SpeciesName=phengodes
1244,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1328&GenusName=Myctophum&SpeciesName=punctatum
1245,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4491&GenusName=Myctophum&SpeciesName=spinosum
1246,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2582&GenusName=Myliobatis&SpeciesName=californica
1247,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2804&GenusName=Mylocheilus&SpeciesName=caurinus
1248,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4120&GenusName=Myoxocephalus&SpeciesName=octodecemspinosus
1249,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1329&GenusName=Myoxocephalus&SpeciesName=scorpius
1250,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4124&GenusName=Myoxocephalus&SpeciesName=thompsonii
1251,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1063&GenusName=Myripristis&SpeciesName=jacobus
1252,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2652&GenusName=Myrophis&SpeciesName=punctatus
1253,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5139&GenusName=Mystus&SpeciesName=gulio
1254,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10116&GenusName=Myxine&SpeciesName=capensis
1255,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2513&GenusName=Myxine&SpeciesName=glutinosa
1256,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6434&GenusName=Myxodes&SpeciesName=viridis
1257,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6998&GenusName=Nannobrachium&SpeciesName=achirus
1258,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6999&GenusName=Nannobrachium&SpeciesName=atrum
1259,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=54415&GenusName=Nannobrachium&SpeciesName=idostigma
1260,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5371&GenusName=Nannobrachium&SpeciesName=ritteri
1261,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2408&GenusName=Nannocharax&SpeciesName=fasciatus
1262,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4713&GenusName=Nannoperca&SpeciesName=vittata
