,Length_Weight_Parameters
2787,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8882&GenusName=Limanda&SpeciesName=punctatissima&fc=440
2788,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50421&GenusName=Limanda&SpeciesName=sakhalinensis&fc=440
2789,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50663&GenusName=Limatulichthys&SpeciesName=griseus&fc=157
2790,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48059&GenusName=Limnocottus&SpeciesName=bergianus&fc=584
2791,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48062&GenusName=Limnocottus&SpeciesName=griseus&fc=584
2792,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48083&GenusName=Limnocottus&SpeciesName=pallidus&fc=584
2793,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1550&GenusName=Limnothrissa&SpeciesName=miodon&fc=43
2794,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7046&GenusName=Lindbergichthys&SpeciesName=mizops&fc=382
2795,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50990&GenusName=Liobagrus&SpeciesName=anguillicauda&fc=135
2796,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50992&GenusName=Liobagrus&SpeciesName=marginatus&fc=135
2797,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10398&GenusName=Liobagrus&SpeciesName=nigricauda&fc=135
2798,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4244&GenusName=Liopsetta&SpeciesName=glacialis&fc=440
2799,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51026&GenusName=Liparis&SpeciesName=chefuensis&fc=615
2800,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1378&GenusName=Liparis&SpeciesName=liparis&fc=615
2801,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1379&GenusName=Liparis&SpeciesName=montagui&fc=615
2802,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24113&GenusName=Liparis&SpeciesName=ochotensis&fc=615
2803,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24109&GenusName=Liparis&SpeciesName=punctulatus&fc=615
2804,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1394&GenusName=Lipocheilus&SpeciesName=carnolabrum&fc=323
2805,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12542&GenusName=Lipolagus&SpeciesName=ochotensis&fc=84
2806,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9200&GenusName=Lipophrys&SpeciesName=pholis&fc=392
2807,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46170&GenusName=Lissocampus&SpeciesName=filum&fc=258
2808,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6592&GenusName=Lithognathus&SpeciesName=aureti&fc=330
2809,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=450&GenusName=Lithognathus&SpeciesName=lithognathus&fc=330
2810,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=706&GenusName=Lithognathus&SpeciesName=mormyrus&fc=330
2811,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48302&GenusName=Lithoxus&SpeciesName=planquettei&fc=157
2812,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13673&GenusName=Liza&SpeciesName=carinata&fc=359
2813,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46376&GenusName=Liza&SpeciesName=klunzingeri&fc=359
2814,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=17416&GenusName=Lobocheilos&SpeciesName=bo&fc=122
2815,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1077&GenusName=Lobotes&SpeciesName=surinamensis&fc=325
2816,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27894&GenusName=Lonchopisthus&SpeciesName=lemur&fc=366
2817,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13776&GenusName=Lophiodes&SpeciesName=caulinaris&fc=190
2818,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56870&GenusName=Lophiodes&SpeciesName=monodi&fc=190
2819,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13869&GenusName=Lophiodes&SpeciesName=spilurus&fc=190
2820,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=532&GenusName=Lophius&SpeciesName=americanus&fc=190
2821,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5094&GenusName=Lophius&SpeciesName=budegassa&fc=190
2822,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1078&GenusName=Lophius&SpeciesName=gastrophysus&fc=190
2823,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23247&GenusName=Lophius&SpeciesName=litulon&fc=190
2824,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=716&GenusName=Lophius&SpeciesName=piscatorius&fc=190
2825,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4988&GenusName=Lophius&SpeciesName=vaillanti&fc=190
2826,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10256&GenusName=Lophius&SpeciesName=vomerinus&fc=190
2827,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=362&GenusName=Lopholatilus&SpeciesName=chamaeleonticeps&fc=308
2828,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15383&GenusName=Lopholatilus&SpeciesName=villarii&fc=308
2829,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3261&GenusName=Lophotus&SpeciesName=lacepede&fc=224
2830,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=65541&GenusName=Loricaria&SpeciesName=birindellii&fc=157
2831,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23461&GenusName=Loricaria&SpeciesName=cataphracta&fc=157
2832,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50632&GenusName=Loricaria&SpeciesName=lata&fc=157
2833,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50667&GenusName=Loricariichthys&SpeciesName=anus&fc=157
2834,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50671&GenusName=Loricariichthys&SpeciesName=castaneus&fc=157
2835,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50673&GenusName=Loricariichthys&SpeciesName=derbyi&fc=157
2836,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58316&GenusName=Loricariichthys&SpeciesName=melanocheilus&fc=157
2837,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50677&GenusName=Loricariichthys&SpeciesName=platymetopon&fc=157
2838,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=310&GenusName=Lota&SpeciesName=lota&fc=505
2839,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3211&GenusName=Lucania&SpeciesName=goodei&fc=570
2840,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3212&GenusName=Lucania&SpeciesName=parva&fc=570
2841,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25791&GenusName=Luciobarbus&SpeciesName=albanicus&fc=122
2842,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61949&GenusName=Luciobarbus&SpeciesName=barbulus&fc=122
2843,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23592&GenusName=Luciobarbus&SpeciesName=bocagei&fc=122
2844,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9585&GenusName=Luciobarbus&SpeciesName=comizo&fc=122
2845,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63103&GenusName=Luciobarbus&SpeciesName=escherichii&fc=122
2846,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11957&GenusName=Luciobarbus&SpeciesName=esocinus&fc=122
2847,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46094&GenusName=Luciobarbus&SpeciesName=graellsii&fc=122
2848,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9590&GenusName=Luciobarbus&SpeciesName=guiraonis&fc=122
2849,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=64146&GenusName=Luciobarbus&SpeciesName=kottelati&fc=122
2850,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9592&GenusName=Luciobarbus&SpeciesName=microcephalus&fc=122
2851,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48166&GenusName=Luciobarbus&SpeciesName=mursa&fc=122
2852,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54714&GenusName=Luciobarbus&SpeciesName=pectoralis&fc=122
2853,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23605&GenusName=Luciobarbus&SpeciesName=sclateri&fc=122
2854,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54813&GenusName=Luciobarbus&SpeciesName=xanthopterus&fc=122
2855,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=17421&GenusName=Luciosoma&SpeciesName=pellegrinii&fc=122
2856,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16110&GenusName=Luciosoma&SpeciesName=setigerum&fc=122
2857,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1380&GenusName=Lumpenus&SpeciesName=lampretaeformis&fc=393
2858,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1395&GenusName=Lutjanus&SpeciesName=adetii&fc=323
2859,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1401&GenusName=Lutjanus&SpeciesName=agennes&fc=323
2860,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1403&GenusName=Lutjanus&SpeciesName=analis&fc=323
2861,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1404&GenusName=Lutjanus&SpeciesName=apodus&fc=323
2862,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1405&GenusName=Lutjanus&SpeciesName=aratus&fc=323
2863,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1407&GenusName=Lutjanus&SpeciesName=argentimaculatus&fc=323
2864,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1408&GenusName=Lutjanus&SpeciesName=argentiventris&fc=323
2865,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1417&GenusName=Lutjanus&SpeciesName=bohar&fc=323
2866,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1418&GenusName=Lutjanus&SpeciesName=boutton&fc=323
2867,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1419&GenusName=Lutjanus&SpeciesName=buccanella&fc=323
2868,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1423&GenusName=Lutjanus&SpeciesName=campechanus&fc=323
2869,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1424&GenusName=Lutjanus&SpeciesName=carponotatus&fc=323
2870,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1426&GenusName=Lutjanus&SpeciesName=colorado&fc=323
2871,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1427&GenusName=Lutjanus&SpeciesName=cyanopterus&fc=323
2872,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1428&GenusName=Lutjanus&SpeciesName=decussatus&fc=323
2873,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1429&GenusName=Lutjanus&SpeciesName=dentatus&fc=323
2874,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=793&GenusName=Lutjanus&SpeciesName=ehrenbergii&fc=323
2875,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1406&GenusName=Lutjanus&SpeciesName=erythropterus&fc=323
2876,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1070&GenusName=Lutjanus&SpeciesName=fulgens&fc=323
2877,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=261&GenusName=Lutjanus&SpeciesName=fulviflamma&fc=323
2878,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=262&GenusName=Lutjanus&SpeciesName=fulvus&fc=323
2879,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=265&GenusName=Lutjanus&SpeciesName=gibbus&fc=323
2880,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1441&GenusName=Lutjanus&SpeciesName=goldiei&fc=323
2881,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=266&GenusName=Lutjanus&SpeciesName=griseus&fc=323
2882,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=152&GenusName=Lutjanus&SpeciesName=guttatus&fc=323
2883,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=154&GenusName=Lutjanus&SpeciesName=jocu&fc=323
2884,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=264&GenusName=Lutjanus&SpeciesName=johnii&fc=323
2885,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=156&GenusName=Lutjanus&SpeciesName=kasmira&fc=323
2886,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=157&GenusName=Lutjanus&SpeciesName=lemniscatus&fc=323
2887,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=159&GenusName=Lutjanus&SpeciesName=lutjanus&fc=323
2888,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=161&GenusName=Lutjanus&SpeciesName=mahogoni&fc=323
2889,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=162&GenusName=Lutjanus&SpeciesName=malabaricus&fc=323
2890,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=166&GenusName=Lutjanus&SpeciesName=monostigma&fc=323
2891,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=169&GenusName=Lutjanus&SpeciesName=novemfasciatus&fc=323
2892,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=170&GenusName=Lutjanus&SpeciesName=peru&fc=323
2893,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=171&GenusName=Lutjanus&SpeciesName=purpureus&fc=323
2894,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=172&GenusName=Lutjanus&SpeciesName=quinquelineatus&fc=323
2895,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=173&GenusName=Lutjanus&SpeciesName=rivulatus&fc=323
2896,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25063&GenusName=Lutjanus&SpeciesName=rufolineatus&fc=323
2897,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=176&GenusName=Lutjanus&SpeciesName=russellii&fc=323
2898,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=177&GenusName=Lutjanus&SpeciesName=sanguineus&fc=323
2899,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=178&GenusName=Lutjanus&SpeciesName=sebae&fc=323
2900,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=179&GenusName=Lutjanus&SpeciesName=semicinctus&fc=323
2901,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=181&GenusName=Lutjanus&SpeciesName=synagris&fc=323
2902,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=182&GenusName=Lutjanus&SpeciesName=timoriensis&fc=323
2903,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=184&GenusName=Lutjanus&SpeciesName=vitta&fc=323
2904,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=185&GenusName=Lutjanus&SpeciesName=vivanus&fc=323
2905,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1725&GenusName=Luvarus&SpeciesName=imperialis&fc=418
2906,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2849&GenusName=Luxilus&SpeciesName=chrysocephalus&fc=122
2907,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2851&GenusName=Luxilus&SpeciesName=cornutus&fc=122
2908,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57896&GenusName=Lycenchelys&SpeciesName=fedorovi&fc=188
2909,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15471&GenusName=Lycenchelys&SpeciesName=kolthoffi&fc=188
2910,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=551&GenusName=Lycengraulis&SpeciesName=batesii&fc=454
2911,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=552&GenusName=Lycengraulis&SpeciesName=grossidens&fc=454
2912,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48210&GenusName=Lycodes&SpeciesName=albolineatus&fc=188
2913,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25011&GenusName=Lycodes&SpeciesName=brunneofasciatus&fc=188
2914,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48216&GenusName=Lycodes&SpeciesName=concolor&fc=188
2915,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4333&GenusName=Lycodes&SpeciesName=esmarkii&fc=188
2916,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15467&GenusName=Lycodes&SpeciesName=frigidus&fc=188
2917,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61701&GenusName=Lycodes&SpeciesName=gracilis&fc=188
2918,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48262&GenusName=Lycodes&SpeciesName=raridens&fc=188
2919,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3143&GenusName=Lycodes&SpeciesName=reticulatus&fc=188
2920,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3144&GenusName=Lycodes&SpeciesName=rossi&fc=188
2921,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23836&GenusName=Lycodes&SpeciesName=sigmatoides&fc=188
2922,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25012&GenusName=Lycodes&SpeciesName=soldatovi&fc=188
2923,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15466&GenusName=Lycodes&SpeciesName=squamiventer&fc=188
2924,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23835&GenusName=Lycodes&SpeciesName=tanakae&fc=188
2925,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2821&GenusName=Lythrurus&SpeciesName=ardens&fc=122
2926,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2892&GenusName=Lythrurus&SpeciesName=roseipinnis&fc=122
2927,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3885&GenusName=Lythrypnus&SpeciesName=dalli&fc=405
2928,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46859&GenusName=Lythrypnus&SpeciesName=pulchellus&fc=405
2929,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3888&GenusName=Lythrypnus&SpeciesName=spilus&fc=405
2930,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10311&GenusName=Maccullochella&SpeciesName=peelii&fc=288
2931,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=186&GenusName=Macolor&SpeciesName=macularis&fc=323
2932,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=187&GenusName=Macolor&SpeciesName=niger&fc=323
2933,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10312&GenusName=Macquaria&SpeciesName=ambigua&fc=288
2934,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6463&GenusName=Macquaria&SpeciesName=novemaculeata&fc=288
2935,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2778&GenusName=Macrhybopsis&SpeciesName=aestivalis&fc=122
2936,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2792&GenusName=Macrhybopsis&SpeciesName=storeriana&fc=122
2937,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=417&GenusName=Macrodon&SpeciesName=ancylodon&fc=331
2938,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=66332&GenusName=Macrodon&SpeciesName=atricauda&fc=331
2939,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5152&GenusName=Macrognathus&SpeciesName=aculeatus&fc=432
2940,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10545&GenusName=Macrognathus&SpeciesName=aral&fc=432
2941,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25156&GenusName=Macrognathus&SpeciesName=keithi&fc=432
2942,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25157&GenusName=Macrognathus&SpeciesName=maculatus&fc=432
2943,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10147&GenusName=Macrognathus&SpeciesName=pancalus&fc=432
2944,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7767&GenusName=Macropharyngodon&SpeciesName=geoffroy&fc=362
2945,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4777&GenusName=Macropodus&SpeciesName=opercularis&fc=429
2946,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=333&GenusName=Macroramphosus&SpeciesName=scolopax&fc=256
2947,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=331&GenusName=Macrourus&SpeciesName=berglax&fc=185
2948,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=329&GenusName=Macruronus&SpeciesName=magellanicus&fc=184
2949,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1825&GenusName=Macruronus&SpeciesName=novaezelandiae&fc=184
2950,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15483&GenusName=Maculabatis&SpeciesName=gerrardi&fc=20
2951,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=218&GenusName=Makaira&SpeciesName=mazara&fc=419
2952,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=216&GenusName=Makaira&SpeciesName=nigricans&fc=419
2953,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5795&GenusName=Malacanthus&SpeciesName=brevirostris&fc=308
2954,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3541&GenusName=Malacanthus&SpeciesName=plumieri&fc=308
2955,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4989&GenusName=Malacocephalus&SpeciesName=laevis&fc=185
2956,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4990&GenusName=Malacocephalus&SpeciesName=occidentalis&fc=185
2957,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11730&GenusName=Malacocottus&SpeciesName=zonurus&fc=282
2958,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27899&GenusName=Malacoctenus&SpeciesName=delalandii&fc=482
2959,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3737&GenusName=Malacoctenus&SpeciesName=macropus&fc=482
2960,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3738&GenusName=Malacoctenus&SpeciesName=triangulatus&fc=482
2961,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10157&GenusName=Malacosteus&SpeciesName=niger&fc=91
2962,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2087&GenusName=Malapterurus&SpeciesName=electricus&fc=143
2963,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=252&GenusName=Mallotus&SpeciesName=villosus&fc=80
2964,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10156&GenusName=Manducus&SpeciesName=maderensis&fc=88
2965,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5082&GenusName=Marcusenius&SpeciesName=cyprinoides&fc=40
2966,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2391&GenusName=Marcusenius&SpeciesName=furcidens&fc=40
2967,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5405&GenusName=Marcusenius&SpeciesName=macrolepidotus&fc=40
2968,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8709&GenusName=Marcusenius&SpeciesName=monteiri&fc=40
2969,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2392&GenusName=Marcusenius&SpeciesName=senegalensis&fc=40
2970,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2393&GenusName=Marcusenius&SpeciesName=ussheri&fc=40
2971,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10140&GenusName=Mastacembelus&SpeciesName=armatus&fc=432
2972,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10056&GenusName=Mastacembelus&SpeciesName=congicus&fc=432
2973,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54832&GenusName=Mastacembelus&SpeciesName=mastacembelus&fc=432
2974,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10093&GenusName=Mastacembelus&SpeciesName=nigromarginatus&fc=432
2975,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53247&GenusName=Mastiglanis&SpeciesName=asopos&fc=596
2976,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10207&GenusName=Masturus&SpeciesName=lanceolatus&fc=450
2977,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=754&GenusName=Maurolicus&SpeciesName=muelleri&fc=89
2978,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4798&GenusName=Mayaheros&SpeciesName=urophthalmus&fc=349
2979,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5909&GenusName=Megachasma&SpeciesName=pelagios&fc=519
2980,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49946&GenusName=Megalancistrus&SpeciesName=parananus&fc=157
2981,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=384&GenusName=Megalaspis&SpeciesName=cordyla&fc=314
2982,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53287&GenusName=Megaleporinus&SpeciesName=conirostris&fc=559
2983,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53291&GenusName=Megaleporinus&SpeciesName=elongatus&fc=559
2984,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52574&GenusName=Megaleporinus&SpeciesName=macrocephalus&fc=559
2985,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53260&GenusName=Megaleporinus&SpeciesName=muyscorum&fc=559
2986,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23445&GenusName=Megaleporinus&SpeciesName=obtusidens&fc=559
2987,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25647&GenusName=Megaleporinus&SpeciesName=trifasciatus&fc=559
2988,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=285&GenusName=Megalobrama&SpeciesName=amblycephala&fc=122
2989,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=62363&GenusName=Megalobrama&SpeciesName=mantschuricus&fc=122
2990,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56033&GenusName=Megalobrama&SpeciesName=pellegrini&fc=122
2991,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4789&GenusName=Megalobrama&SpeciesName=terminalis&fc=122
2992,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4114&GenusName=Megalocottus&SpeciesName=platycephalus&fc=277
2993,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25732&GenusName=Megalodoras&SpeciesName=uranoscopus&fc=146
2994,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=47742&GenusName=Megalonema&SpeciesName=platanum&fc=150
2995,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1079&GenusName=Megalops&SpeciesName=atlanticus&fc=47
2996,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=227&GenusName=Megalops&SpeciesName=cyprinoides&fc=47
2997,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6067&GenusName=Meiacanthus&SpeciesName=atrodorsalis&fc=392
2998,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12641&GenusName=Meiacanthus&SpeciesName=nigrolineatus&fc=392
2999,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16215&GenusName=Mekongina&SpeciesName=erythrospila&fc=122
3000,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48744&GenusName=Melanocharacidium&SpeciesName=blennioides&fc=655
3001,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1381&GenusName=Melanogrammus&SpeciesName=aeglefinus&fc=183
