,Ecology
4286,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=52404&GenusName=Garra&SpeciesName=micropulvinus
4287,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59788&GenusName=Garra&SpeciesName=mini
4288,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58532&GenusName=Garra&SpeciesName=minimus
4289,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60564&GenusName=Garra&SpeciesName=mondica
4290,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19411&GenusName=Garra&SpeciesName=mullya
4291,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20776&GenusName=Garra&SpeciesName=nana
4292,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19413&GenusName=Garra&SpeciesName=nasuta
4293,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60382&GenusName=Garra&SpeciesName=nepalensis
4294,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58784&GenusName=Garra&SpeciesName=nethravathiensis
4295,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58534&GenusName=Garra&SpeciesName=nigricauda
4296,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19414&GenusName=Garra&SpeciesName=notata
4297,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58527&GenusName=Garra&SpeciesName=palaruvica
4298,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58787&GenusName=Garra&SpeciesName=platycephala
4299,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=51832&GenusName=Garra&SpeciesName=poecilura
4300,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=51835&GenusName=Garra&SpeciesName=rakhinica
4301,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=53578&GenusName=Garra&SpeciesName=regressus
4302,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60465&GenusName=Garra&SpeciesName=robertsi
4303,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20772&GenusName=Garra&SpeciesName=rufa
4304,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=51821&GenusName=Garra&SpeciesName=spilota
4305,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19404&GenusName=Garra&SpeciesName=stenorhynchus
4306,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45958&GenusName=Garra&SpeciesName=surendranathanii
4307,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=53581&GenusName=Garra&SpeciesName=tana
4308,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59814&GenusName=Garra&SpeciesName=tashanensis
4309,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59775&GenusName=Garra&SpeciesName=tibanica
4310,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60253&GenusName=Garra&SpeciesName=trilobata
4311,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58789&GenusName=Garra&SpeciesName=tyao
4312,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6436&GenusName=Garra&SpeciesName=typhlops
4313,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60454&GenusName=Garra&SpeciesName=ukhrulensis
4314,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=51819&GenusName=Garra&SpeciesName=vittatula
4315,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59101&GenusName=Garra&SpeciesName=waensis
4316,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6468&GenusName=Garra&SpeciesName=widdowsoni
4317,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=114&GenusName=Gasterochisma&SpeciesName=melampus
4318,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11053&GenusName=Gasteropelecus&SpeciesName=levis
4319,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12229&GenusName=Gasteropelecus&SpeciesName=maculatus
4320,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11048&GenusName=Gasteropelecus&SpeciesName=sternicla
4321,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2615&GenusName=Gasterosteus&SpeciesName=aculeatus
4322,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=55433&GenusName=Gasterosteus&SpeciesName=islandicus
4323,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=41161&GenusName=Gasterosteus&SpeciesName=microcephalus
4324,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59996&GenusName=Gasterosteus&SpeciesName=nipponicus
4325,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3468&GenusName=Gasterosteus&SpeciesName=wheatlandi
4326,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39018&GenusName=Gastrocyathus&SpeciesName=gracilis
4327,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=53234&GenusName=Gastromyzon&SpeciesName=bario
4328,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18024&GenusName=Gastromyzon&SpeciesName=borneensis
4329,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18125&GenusName=Gastromyzon&SpeciesName=danumensis
4330,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=53231&GenusName=Gastromyzon&SpeciesName=extrorsus
4331,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=53232&GenusName=Gastromyzon&SpeciesName=introrsus
4332,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=50698&GenusName=Gavialiceps&SpeciesName=javanicus
4333,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6092&GenusName=Gazza&SpeciesName=achlamys
4334,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4660&GenusName=Gazza&SpeciesName=minuta
4335,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59050&GenusName=Gelanoglanis&SpeciesName=pan
4336,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1057&GenusName=Gempylus&SpeciesName=serpens
4337,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5960&GenusName=Genicanthus&SpeciesName=bellus
4338,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11456&GenusName=Genicanthus&SpeciesName=caudovittatus
4339,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6932&GenusName=Genicanthus&SpeciesName=lamarck
4340,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9031&GenusName=Genicanthus&SpeciesName=melanospilos
4341,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8157&GenusName=Genicanthus&SpeciesName=personatus
4342,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11480&GenusName=Genicanthus&SpeciesName=semifasciatus
4343,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11483&GenusName=Genicanthus&SpeciesName=spinus
4344,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9032&GenusName=Genicanthus&SpeciesName=watanabei
4345,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5561&GenusName=Genyagnus&SpeciesName=monopterygius
4346,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7839&GenusName=Genyatremus&SpeciesName=luteus
4347,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8660&GenusName=Genyochromis&SpeciesName=mento
4348,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=436&GenusName=Genyonemus&SpeciesName=lineatus
4349,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=496&GenusName=Genypterus&SpeciesName=blacodes
4350,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20561&GenusName=Genypterus&SpeciesName=brasiliensis
4351,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=499&GenusName=Genypterus&SpeciesName=capensis
4352,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=497&GenusName=Genypterus&SpeciesName=chilensis
4353,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4975&GenusName=Geophagus&SpeciesName=brasiliensis
4354,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58614&GenusName=Geophagus&SpeciesName=crocatus
4355,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60577&GenusName=Geophagus&SpeciesName=diamantinensis
4356,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59065&GenusName=Geophagus&SpeciesName=mirabilis
4357,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12701&GenusName=Geophagus&SpeciesName=steindachneri
4358,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7277&GenusName=Geotria&SpeciesName=australis
4359,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5195&GenusName=Gephyroberyx&SpeciesName=darwinii
4360,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=7482&GenusName=Gerlachea&SpeciesName=australis
4361,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1070&GenusName=Gerres&SpeciesName=cinereus
4362,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45703&GenusName=Gerres&SpeciesName=decacanthus
4363,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=48974&GenusName=Gerres&SpeciesName=equulus
4364,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6095&GenusName=Gerres&SpeciesName=erythrourus
4365,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4661&GenusName=Gerres&SpeciesName=filamentosus
4366,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18650&GenusName=Gerres&SpeciesName=japonicus
4367,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14136&GenusName=Gerres&SpeciesName=limbatus
4368,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8008&GenusName=Gerres&SpeciesName=longirostris
4369,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8009&GenusName=Gerres&SpeciesName=methueni
4370,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10230&GenusName=Gerres&SpeciesName=nigri
4371,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6096&GenusName=Gerres&SpeciesName=oblongus
4372,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6306&GenusName=Gerres&SpeciesName=oyena
4373,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=57670&GenusName=Gerres&SpeciesName=simillimus
4374,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=46041&GenusName=Gerres&SpeciesName=subfasciatus
4375,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45012&GenusName=Ghatsa&SpeciesName=menoni
4376,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19439&GenusName=Ghatsa&SpeciesName=montana
4377,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45017&GenusName=Ghatsa&SpeciesName=pillaii
4378,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14537&GenusName=Gibberichthys&SpeciesName=latifrons
4379,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21408&GenusName=Gibberichthys&SpeciesName=pumilus
4380,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3919&GenusName=Gibbonsia&SpeciesName=elegans
4381,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3921&GenusName=Gibbonsia&SpeciesName=metzi
4382,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3922&GenusName=Gibbonsia&SpeciesName=montereyensis
4383,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4637&GenusName=Gibelion&SpeciesName=catla
4384,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18481&GenusName=Gigantactis&SpeciesName=gargantua
4385,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=15386&GenusName=Gigantactis&SpeciesName=golovani
4386,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=38761&GenusName=Gigantactis&SpeciesName=macronema
4387,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43916&GenusName=Gigantactis&SpeciesName=microdontis
4388,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18480&GenusName=Gigantactis&SpeciesName=perlatus
4389,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43917&GenusName=Gigantactis&SpeciesName=savagei
4390,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11066&GenusName=Giganthias&SpeciesName=immaculatus
4391,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9504&GenusName=Gigantura&SpeciesName=chuni
4392,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2952&GenusName=Gila&SpeciesName=atraria
4393,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2955&GenusName=Gila&SpeciesName=coerulea
4394,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2957&GenusName=Gila&SpeciesName=crassicauda
4395,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2958&GenusName=Gila&SpeciesName=cypha
4396,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2959&GenusName=Gila&SpeciesName=ditaenia
4397,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2960&GenusName=Gila&SpeciesName=elegans
4398,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6433&GenusName=Gila&SpeciesName=intermedia
4399,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=50694&GenusName=Gila&SpeciesName=nigra
4400,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2961&GenusName=Gila&SpeciesName=nigrescens
4401,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2962&GenusName=Gila&SpeciesName=orcuttii
4402,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2963&GenusName=Gila&SpeciesName=pandora
4403,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2965&GenusName=Gila&SpeciesName=robusta
4404,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=51783&GenusName=Gila&SpeciesName=seminuda
4405,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1749&GenusName=Gilchristella&SpeciesName=aestuaria
4406,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39277&GenusName=Gillellus&SpeciesName=arenicola
4407,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39280&GenusName=Gillellus&SpeciesName=chathamensis
4408,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3896&GenusName=Gillellus&SpeciesName=greyae
4409,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12769&GenusName=Gillellus&SpeciesName=healae
4410,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39284&GenusName=Gillellus&SpeciesName=searcheri
4411,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39300&GenusName=Gillellus&SpeciesName=semicinctus
4412,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4050&GenusName=Gillichthys&SpeciesName=mirabilis
4413,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=39576&GenusName=Gilloblennius&SpeciesName=tripennis
4414,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2728&GenusName=Ginglymostoma&SpeciesName=cirratum
4415,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12773&GenusName=Ginsburgellus&SpeciesName=novemlineatus
4416,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21647&GenusName=Girardinus&SpeciesName=creolus
4417,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21648&GenusName=Girardinus&SpeciesName=cubensis
4418,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21649&GenusName=Girardinus&SpeciesName=denticulatus
4419,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21650&GenusName=Girardinus&SpeciesName=falcatus
4420,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12293&GenusName=Girardinus&SpeciesName=metallicus
4421,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21651&GenusName=Girardinus&SpeciesName=microdactylus
4422,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21652&GenusName=Girardinus&SpeciesName=uninotatus
4423,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=45796&GenusName=Girella&SpeciesName=albostriata
4424,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13041&GenusName=Girella&SpeciesName=cyanea
4425,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=42961&GenusName=Girella&SpeciesName=elevata
4426,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=46341&GenusName=Girella&SpeciesName=feliciana
4427,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=41303&GenusName=Girella&SpeciesName=fimbriata
4428,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20094&GenusName=Girella&SpeciesName=freminvillii
4429,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=47524&GenusName=Girella&SpeciesName=laevifrons
4430,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=49250&GenusName=Girella&SpeciesName=leonina
4431,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13355&GenusName=Girella&SpeciesName=mezina
4432,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=47789&GenusName=Girella&SpeciesName=nebulosa
4433,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=3790&GenusName=Girella&SpeciesName=nigricans
4434,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6858&GenusName=Girella&SpeciesName=punctata
4435,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12555&GenusName=Girella&SpeciesName=simplicidens
4436,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=17849&GenusName=Girella&SpeciesName=stuebeli
4437,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=49251&GenusName=Girella&SpeciesName=tephraeops
4438,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8486&GenusName=Girella&SpeciesName=tricuspidata
4439,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14325&GenusName=Girella&SpeciesName=zebra
4440,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=17850&GenusName=Girella&SpeciesName=zonata
4441,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=51334&GenusName=Giuris&SpeciesName=margaritacea
4442,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21088&GenusName=Gladioglanis&SpeciesName=machadoi
4443,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11499&GenusName=Gladiogobius&SpeciesName=ensifer
4444,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58246&GenusName=Glanidium&SpeciesName=botocudo
4445,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=54634&GenusName=Glaphyropoma&SpeciesName=spinosum
4446,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11116&GenusName=Glaucosoma&SpeciesName=buergeri
4447,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14437&GenusName=Glaucosoma&SpeciesName=hebraicum
4448,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11117&GenusName=Glaucosoma&SpeciesName=magnificum
4449,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14438&GenusName=Glaucosoma&SpeciesName=scapulare
4450,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2270&GenusName=Glaucostegus&SpeciesName=cemiculus
4451,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9053&GenusName=Glaucostegus&SpeciesName=granulatus
4452,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=11127&GenusName=Glaucostegus&SpeciesName=halavi
4453,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12923&GenusName=Glaucostegus&SpeciesName=thouin
4454,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=12922&GenusName=Glaucostegus&SpeciesName=typus
4455,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14404&GenusName=Glossamia&SpeciesName=aprion
4456,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20322&GenusName=Glossamia&SpeciesName=gjellerupi
4457,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43899&GenusName=Glossanodon&SpeciesName=australis
4458,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=1978&GenusName=Glossanodon&SpeciesName=leioglossus
4459,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=43901&GenusName=Glossanodon&SpeciesName=pseudolineatus
4460,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2898&GenusName=Glossanodon&SpeciesName=pygmaeus
4461,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=271&GenusName=Glossanodon&SpeciesName=semifasciatus
4462,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=41847&GenusName=Glossogobius&SpeciesName=ankaranensis
4463,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8563&GenusName=Glossogobius&SpeciesName=aureus
4464,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=54853&GenusName=Glossogobius&SpeciesName=bellendenensis
4465,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=17876&GenusName=Glossogobius&SpeciesName=celebius
4466,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19837&GenusName=Glossogobius&SpeciesName=circumspectus
4467,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18068&GenusName=Glossogobius&SpeciesName=concavifrons
4468,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=5063&GenusName=Glossogobius&SpeciesName=giuris
4469,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60228&GenusName=Glossogobius&SpeciesName=gnomus
4470,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20786&GenusName=Glossogobius&SpeciesName=koragensis
4471,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60469&GenusName=Glossogobius&SpeciesName=macrocephalus
4472,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59379&GenusName=Glossogobius&SpeciesName=mahalonensis
4473,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60475&GenusName=Glossogobius&SpeciesName=multipapillus
4474,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=54854&GenusName=Glossogobius&SpeciesName=muscorum
4475,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18833&GenusName=Glossogobius&SpeciesName=olivaceus
4476,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=60230&GenusName=Glossogobius&SpeciesName=pumilus
4477,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21003&GenusName=Glossogobius&SpeciesName=sparsipapillus
4478,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20217&GenusName=Glossolepis&SpeciesName=multisquamata
4479,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=36&GenusName=Glyptocephalus&SpeciesName=cynoglossus
4480,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=9164&GenusName=Glyptocephalus&SpeciesName=stelleri
4481,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4434&GenusName=Glyptocephalus&SpeciesName=zachirus
4482,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=6359&GenusName=Glyptoparus&SpeciesName=delicatulus
4483,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13609&GenusName=Glyptosternon&SpeciesName=reticulatum
4484,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19705&GenusName=Glyptothorax&SpeciesName=annandalei
4485,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59279&GenusName=Glyptothorax&SpeciesName=churamanii
4486,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59072&GenusName=Glyptothorax&SpeciesName=clavatus
4487,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=21100&GenusName=Glyptothorax&SpeciesName=dorsalis
4488,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=57284&GenusName=Glyptothorax&SpeciesName=fucatus
4489,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20920&GenusName=Glyptothorax&SpeciesName=fuscus
4490,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=57283&GenusName=Glyptothorax&SpeciesName=granosus
4491,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19714&GenusName=Glyptothorax&SpeciesName=housei
4492,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=58061&GenusName=Glyptothorax&SpeciesName=igniculus
4493,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20922&GenusName=Glyptothorax&SpeciesName=lampris
4494,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=20925&GenusName=Glyptothorax&SpeciesName=laosensis
4495,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19717&GenusName=Glyptothorax&SpeciesName=lonah
4496,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19718&GenusName=Glyptothorax&SpeciesName=madraspatanus
4497,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18528&GenusName=Glyptothorax&SpeciesName=major
4498,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=59278&GenusName=Glyptothorax&SpeciesName=mibangi
4499,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19719&GenusName=Glyptothorax&SpeciesName=naziri
4500,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19710&GenusName=Glyptothorax&SpeciesName=poonaensis
4501,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19726&GenusName=Glyptothorax&SpeciesName=punjabensis
4502,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=19731&GenusName=Glyptothorax&SpeciesName=trewavasae
4503,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=13614&GenusName=Glyptothorax&SpeciesName=trilineatus
4504,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4664&GenusName=Gnathanodon&SpeciesName=speciosus
4505,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=8894&GenusName=Gnathochromis&SpeciesName=pfefferi
4506,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2028&GenusName=Gnathodentex&SpeciesName=aureolineatus
4507,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=18742&GenusName=Gnatholepis&SpeciesName=anjerensis
4508,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=10273&GenusName=Gnatholepis&SpeciesName=cauerensis
4509,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=57416&GenusName=Gnatholepis&SpeciesName=ophthalmotaenia
4510,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=4051&GenusName=Gnatholepis&SpeciesName=thompsoni
4511,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=2280&GenusName=Gnathonemus&SpeciesName=petersii
4512,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=14806&GenusName=Gnathophis&SpeciesName=capensis
4513,https://www.fishbase.de/Ecology/FishEcologySummary.php?stockcode=50380&GenusName=Gnathophis&SpeciesName=castlei
