,Maturity_Studies
1634,https://www.fishbase.de/Reproduction/MaturityList.php?ID=216&GenusName=Makaira&SpeciesName=nigricans&fc=419
1635,https://www.fishbase.de/Reproduction/MaturityList.php?ID=252&GenusName=Mallotus&SpeciesName=villosus&fc=80
1636,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7121&GenusName=Mancopsetta&SpeciesName=maculata&fc=523
1637,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5405&GenusName=Marcusenius&SpeciesName=macrolepidotus&fc=40
1638,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2393&GenusName=Marcusenius&SpeciesName=ussheri&fc=40
1639,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10919&GenusName=Marcusenius&SpeciesName=victoriae&fc=40
1640,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10142&GenusName=Margariscus&SpeciesName=margarita&fc=122
1641,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46173&GenusName=Maroubra&SpeciesName=perserrata&fc=258
1642,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23088&GenusName=Maroubra&SpeciesName=yasudai&fc=258
1643,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10093&GenusName=Mastacembelus&SpeciesName=nigromarginatus&fc=432
1644,https://www.fishbase.de/Reproduction/MaturityList.php?ID=754&GenusName=Maurolicus&SpeciesName=muelleri&fc=89
1645,https://www.fishbase.de/Reproduction/MaturityList.php?ID=51603&GenusName=Maurolicus&SpeciesName=stehmanni&fc=89
1646,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4798&GenusName=Mayaheros&SpeciesName=urophthalmus&fc=349
1647,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3597&GenusName=Medialuna&SpeciesName=californiensis&fc=339
1648,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5909&GenusName=Megachasma&SpeciesName=pelagios&fc=519
1649,https://www.fishbase.de/Reproduction/MaturityList.php?ID=49946&GenusName=Megalancistrus&SpeciesName=parananus&fc=157
1650,https://www.fishbase.de/Reproduction/MaturityList.php?ID=384&GenusName=Megalaspis&SpeciesName=cordyla&fc=314
1651,https://www.fishbase.de/Reproduction/MaturityList.php?ID=53291&GenusName=Megaleporinus&SpeciesName=elongatus&fc=559
1652,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23445&GenusName=Megaleporinus&SpeciesName=obtusidens&fc=559
1653,https://www.fishbase.de/Reproduction/MaturityList.php?ID=62363&GenusName=Megalobrama&SpeciesName=mantschuricus&fc=122
1654,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4789&GenusName=Megalobrama&SpeciesName=terminalis&fc=122
1655,https://www.fishbase.de/Reproduction/MaturityList.php?ID=25732&GenusName=Megalodoras&SpeciesName=uranoscopus&fc=146
1656,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1079&GenusName=Megalops&SpeciesName=atlanticus&fc=47
1657,https://www.fishbase.de/Reproduction/MaturityList.php?ID=227&GenusName=Megalops&SpeciesName=cyprinoides&fc=47
1658,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9050&GenusName=Melamphaes&SpeciesName=eulepis&fc=233
1659,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9052&GenusName=Melamphaes&SpeciesName=hubbsi&fc=233
1660,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9054&GenusName=Melamphaes&SpeciesName=longivelis&fc=233
1661,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9055&GenusName=Melamphaes&SpeciesName=pumilus&fc=233
1662,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16855&GenusName=Melamphaes&SpeciesName=simus&fc=233
1663,https://www.fishbase.de/Reproduction/MaturityList.php?ID=17180&GenusName=Melamphaes&SpeciesName=suborbitalis&fc=233
1664,https://www.fishbase.de/Reproduction/MaturityList.php?ID=17185&GenusName=Melamphaes&SpeciesName=typhlops&fc=233
1665,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1381&GenusName=Melanogrammus&SpeciesName=aeglefinus&fc=183
1666,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6290&GenusName=Melanotaenia&SpeciesName=eachamensis&fc=564
1667,https://www.fishbase.de/Reproduction/MaturityList.php?ID=22685&GenusName=Melanotaenia&SpeciesName=fluviatilis&fc=564
1668,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13102&GenusName=Melanotaenia&SpeciesName=splendida&fc=564
1669,https://www.fishbase.de/Reproduction/MaturityList.php?ID=390&GenusName=Mene&SpeciesName=maculata&fc=317
1670,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3243&GenusName=Menidia&SpeciesName=extensa&fc=623
1671,https://www.fishbase.de/Reproduction/MaturityList.php?ID=409&GenusName=Menticirrhus&SpeciesName=americanus&fc=331
1672,https://www.fishbase.de/Reproduction/MaturityList.php?ID=411&GenusName=Menticirrhus&SpeciesName=littoralis&fc=331
1673,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3587&GenusName=Menticirrhus&SpeciesName=undulatus&fc=331
1674,https://www.fishbase.de/Reproduction/MaturityList.php?ID=29&GenusName=Merlangius&SpeciesName=merlangus&fc=183
1675,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1080&GenusName=Merluccius&SpeciesName=albidus&fc=184
1676,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1827&GenusName=Merluccius&SpeciesName=angustimanus&fc=184
1677,https://www.fishbase.de/Reproduction/MaturityList.php?ID=322&GenusName=Merluccius&SpeciesName=australis&fc=184
1678,https://www.fishbase.de/Reproduction/MaturityList.php?ID=323&GenusName=Merluccius&SpeciesName=bilinearis&fc=184
1679,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1828&GenusName=Merluccius&SpeciesName=capensis&fc=184
1680,https://www.fishbase.de/Reproduction/MaturityList.php?ID=324&GenusName=Merluccius&SpeciesName=gayi+gayi&fc=184
1681,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14693&GenusName=Merluccius&SpeciesName=gayi+peruanus&fc=184
1682,https://www.fishbase.de/Reproduction/MaturityList.php?ID=325&GenusName=Merluccius&SpeciesName=hubbsi&fc=184
1683,https://www.fishbase.de/Reproduction/MaturityList.php?ID=30&GenusName=Merluccius&SpeciesName=merluccius&fc=184
1684,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1826&GenusName=Merluccius&SpeciesName=paradoxus&fc=184
1685,https://www.fishbase.de/Reproduction/MaturityList.php?ID=326&GenusName=Merluccius&SpeciesName=productus&fc=184
1686,https://www.fishbase.de/Reproduction/MaturityList.php?ID=48035&GenusName=Mesocottus&SpeciesName=haitej&fc=277
1687,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16305&GenusName=Mesogobius&SpeciesName=batrachocephalus&fc=405
1688,https://www.fishbase.de/Reproduction/MaturityList.php?ID=47961&GenusName=Mesogobius&SpeciesName=nonultimus&fc=405
1689,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7004&GenusName=Metelectrona&SpeciesName=ventralis&fc=167
1690,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2402&GenusName=Micralestes&SpeciesName=acutidens&fc=518
1691,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7690&GenusName=Microchirus&SpeciesName=theophila&fc=441
1692,https://www.fishbase.de/Reproduction/MaturityList.php?ID=32&GenusName=Microchirus&SpeciesName=variegatus&fc=441
1693,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1879&GenusName=Microgadus&SpeciesName=proximus&fc=183
1694,https://www.fishbase.de/Reproduction/MaturityList.php?ID=320&GenusName=Micromesistius&SpeciesName=australis&fc=183
1695,https://www.fishbase.de/Reproduction/MaturityList.php?ID=31&GenusName=Micromesistius&SpeciesName=poutassou&fc=183
1696,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9890&GenusName=Microphis&SpeciesName=argulus&fc=258
1697,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2481&GenusName=Microphis&SpeciesName=brachyurus&fc=258
1698,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46175&GenusName=Microphis&SpeciesName=cruentus&fc=258
1699,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7735&GenusName=Microphis&SpeciesName=leiaspis&fc=258
1700,https://www.fishbase.de/Reproduction/MaturityList.php?ID=11711&GenusName=Microphis&SpeciesName=manadensis&fc=258
1701,https://www.fishbase.de/Reproduction/MaturityList.php?ID=11845&GenusName=Microphis&SpeciesName=ocellatus&fc=258
1702,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7737&GenusName=Microphis&SpeciesName=retzii&fc=258
1703,https://www.fishbase.de/Reproduction/MaturityList.php?ID=47816&GenusName=Microphysogobio&SpeciesName=tungtingensis&fc=122
1704,https://www.fishbase.de/Reproduction/MaturityList.php?ID=23355&GenusName=Micropoecilia&SpeciesName=picta&fc=216
1705,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7620&GenusName=Micropogonias&SpeciesName=furnieri&fc=331
1706,https://www.fishbase.de/Reproduction/MaturityList.php?ID=408&GenusName=Micropogonias&SpeciesName=undulatus&fc=331
1707,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3382&GenusName=Micropterus&SpeciesName=dolomieu&fc=302
1708,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3385&GenusName=Micropterus&SpeciesName=salmoides&fc=302
1709,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1382&GenusName=Microstomus&SpeciesName=kitt&fc=440
1710,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4247&GenusName=Microstomus&SpeciesName=pacificus&fc=440
1711,https://www.fishbase.de/Reproduction/MaturityList.php?ID=53344&GenusName=Mimagoniates&SpeciesName=microlepis&fc=102
1712,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4790&GenusName=Misgurnus&SpeciesName=fossilis&fc=127
1713,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4898&GenusName=Mistichthys&SpeciesName=luzonensis&fc=405
1714,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46179&GenusName=Mitotichthys&SpeciesName=semistriatus&fc=258
1715,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46193&GenusName=Mitotichthys&SpeciesName=tuckeri&fc=258
1716,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5910&GenusName=Mitsukurina&SpeciesName=owstoni&fc=555
1717,https://www.fishbase.de/Reproduction/MaturityList.php?ID=65179&GenusName=Mobula&SpeciesName=alfredi&fc=719
1718,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2061&GenusName=Mobula&SpeciesName=birostris&fc=719
1719,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2587&GenusName=Mobula&SpeciesName=japanica&fc=719
1720,https://www.fishbase.de/Reproduction/MaturityList.php?ID=27177&GenusName=Mobula&SpeciesName=kuhlii&fc=719
1721,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2588&GenusName=Mobula&SpeciesName=thurstoni&fc=719
1722,https://www.fishbase.de/Reproduction/MaturityList.php?ID=66188&GenusName=Moenkhausia&SpeciesName=aurantia&fc=102
1723,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10714&GenusName=Mogurnda&SpeciesName=adspersa&fc=404
1724,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1383&GenusName=Molva&SpeciesName=dypterygia&fc=505
1725,https://www.fishbase.de/Reproduction/MaturityList.php?ID=33&GenusName=Molva&SpeciesName=molva&fc=505
1726,https://www.fishbase.de/Reproduction/MaturityList.php?ID=52689&GenusName=Monocentris&SpeciesName=reedi&fc=241
1727,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2048&GenusName=Monochirus&SpeciesName=hispidus&fc=441
1728,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5807&GenusName=Monodactylus&SpeciesName=argenteus&fc=333
1729,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7858&GenusName=Monodactylus&SpeciesName=falciformis&fc=333
1730,https://www.fishbase.de/Reproduction/MaturityList.php?ID=9915&GenusName=Monodactylus&SpeciesName=sebae&fc=333
1731,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5337&GenusName=Monopterus&SpeciesName=cuchia&fc=262
1732,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1869&GenusName=Monotaxis&SpeciesName=grandoculis&fc=328
1733,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2394&GenusName=Mormyrops&SpeciesName=anguilloides&fc=40
1734,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2396&GenusName=Mormyrus&SpeciesName=hasselquistii&fc=40
1735,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5386&GenusName=Mormyrus&SpeciesName=longirostris&fc=40
1736,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2397&GenusName=Mormyrus&SpeciesName=rume&fc=40
1737,https://www.fishbase.de/Reproduction/MaturityList.php?ID=355&GenusName=Morone&SpeciesName=americana&fc=487
1738,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3308&GenusName=Morone&SpeciesName=chrysops&fc=487
1739,https://www.fishbase.de/Reproduction/MaturityList.php?ID=353&GenusName=Morone&SpeciesName=saxatilis&fc=487
1740,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3008&GenusName=Moxostoma&SpeciesName=macrolepidotum&fc=125
1741,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3014&GenusName=Moxostoma&SpeciesName=valenciennesi&fc=125
1742,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4995&GenusName=Mugil&SpeciesName=bananensis&fc=359
1743,https://www.fishbase.de/Reproduction/MaturityList.php?ID=785&GenusName=Mugil&SpeciesName=cephalus&fc=359
1744,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1086&GenusName=Mugil&SpeciesName=curema&fc=359
1745,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1087&GenusName=Mugil&SpeciesName=curvidens&fc=359
1746,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1088&GenusName=Mugil&SpeciesName=hospes&fc=359
1747,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1089&GenusName=Mugil&SpeciesName=incilis&fc=359
1748,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1090&GenusName=Mugil&SpeciesName=liza&fc=359
1749,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14701&GenusName=Mugil&SpeciesName=trichodon&fc=359
1750,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5983&GenusName=Mulloidichthys&SpeciesName=flavolineatus&fc=332
1751,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1092&GenusName=Mulloidichthys&SpeciesName=martinicus&fc=332
1752,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5984&GenusName=Mulloidichthys&SpeciesName=vanicolensis&fc=332
1753,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14063&GenusName=Mullus&SpeciesName=argentinae&fc=332
1754,https://www.fishbase.de/Reproduction/MaturityList.php?ID=790&GenusName=Mullus&SpeciesName=barbatus+barbatus&fc=332
1755,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1327&GenusName=Mullus&SpeciesName=surmuletus&fc=332
1756,https://www.fishbase.de/Reproduction/MaturityList.php?ID=63860&GenusName=Muraena&SpeciesName=augusti&fc=56
1757,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1729&GenusName=Muraena&SpeciesName=helena&fc=56
1758,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7126&GenusName=Muraenolepis&SpeciesName=microps&fc=179
1759,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5943&GenusName=Mustelus&SpeciesName=antarcticus&fc=488
1760,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5938&GenusName=Mustelus&SpeciesName=asterias&fc=488
1761,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2538&GenusName=Mustelus&SpeciesName=californicus&fc=488
1762,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2539&GenusName=Mustelus&SpeciesName=canis&fc=488
1763,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5940&GenusName=Mustelus&SpeciesName=dorsalis&fc=488
1764,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5944&GenusName=Mustelus&SpeciesName=fasciatus&fc=488
1765,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5931&GenusName=Mustelus&SpeciesName=griseus&fc=488
1766,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2540&GenusName=Mustelus&SpeciesName=henlei&fc=488
1767,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5932&GenusName=Mustelus&SpeciesName=higmani&fc=488
1768,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5933&GenusName=Mustelus&SpeciesName=lenticulatus&fc=488
1769,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5941&GenusName=Mustelus&SpeciesName=manazo&fc=488
1770,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5934&GenusName=Mustelus&SpeciesName=mento&fc=488
1771,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5942&GenusName=Mustelus&SpeciesName=mosis&fc=488
1772,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4996&GenusName=Mustelus&SpeciesName=mustelus&fc=488
1773,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5936&GenusName=Mustelus&SpeciesName=punctulatus&fc=488
1774,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5937&GenusName=Mustelus&SpeciesName=schmitti&fc=488
1775,https://www.fishbase.de/Reproduction/MaturityList.php?ID=64108&GenusName=Mustelus&SpeciesName=stevensi&fc=488
1776,https://www.fishbase.de/Reproduction/MaturityList.php?ID=64109&GenusName=Mustelus&SpeciesName=walkeri&fc=488
1777,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1209&GenusName=Mycteroperca&SpeciesName=bonaci&fc=289
1778,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1212&GenusName=Mycteroperca&SpeciesName=microlepis&fc=289
1779,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8204&GenusName=Mycteroperca&SpeciesName=olfax&fc=289
1780,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1213&GenusName=Mycteroperca&SpeciesName=phenax&fc=289
1781,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1214&GenusName=Mycteroperca&SpeciesName=rubra&fc=289
1782,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1215&GenusName=Mycteroperca&SpeciesName=tigris&fc=289
1783,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1216&GenusName=Mycteroperca&SpeciesName=venenosa&fc=289
1784,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7424&GenusName=Myctophum&SpeciesName=affine&fc=167
1785,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4488&GenusName=Myctophum&SpeciesName=asperum&fc=167
1786,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4490&GenusName=Myctophum&SpeciesName=nitidulum&fc=167
1787,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7416&GenusName=Myctophum&SpeciesName=obtusirostre&fc=167
1788,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16715&GenusName=Myctophum&SpeciesName=phengodes&fc=167
1789,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1328&GenusName=Myctophum&SpeciesName=punctatum&fc=167
1790,https://www.fishbase.de/Reproduction/MaturityList.php?ID=7425&GenusName=Myctophum&SpeciesName=selenops&fc=167
1791,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4330&GenusName=Myliobatis&SpeciesName=aquila&fc=22
1792,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2582&GenusName=Myliobatis&SpeciesName=californica&fc=22
1793,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1251&GenusName=Myliobatis&SpeciesName=freminvillei&fc=22
1794,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12964&GenusName=Myliobatis&SpeciesName=tobijei&fc=22
1795,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2804&GenusName=Mylocheilus&SpeciesName=caurinus&fc=122
1796,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2235&GenusName=Mylochromis&SpeciesName=anaphyrmus&fc=349
1797,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4602&GenusName=Mylopharyngodon&SpeciesName=piceus&fc=122
1798,https://www.fishbase.de/Reproduction/MaturityList.php?ID=28031&GenusName=Myloplus&SpeciesName=ternetzi&fc=686
1799,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4118&GenusName=Myoxocephalus&SpeciesName=jaok&fc=277
1800,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4121&GenusName=Myoxocephalus&SpeciesName=polyacanthocephalus&fc=277
1801,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4122&GenusName=Myoxocephalus&SpeciesName=quadricornis&fc=277
1802,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1329&GenusName=Myoxocephalus&SpeciesName=scorpius&fc=277
1803,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5408&GenusName=Myripristis&SpeciesName=murdjan&fc=243
1804,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5137&GenusName=Mystus&SpeciesName=vittatus&fc=130
1805,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2513&GenusName=Myxine&SpeciesName=glutinosa&fc=2
1806,https://www.fishbase.de/Reproduction/MaturityList.php?ID=12318&GenusName=Nandopsis&SpeciesName=haitiensis&fc=349
1807,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10567&GenusName=Nannatherina&SpeciesName=balstoni&fc=288
1808,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6998&GenusName=Nannobrachium&SpeciesName=achirus&fc=167
1809,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6999&GenusName=Nannobrachium&SpeciesName=atrum&fc=167
1810,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16682&GenusName=Nannobrachium&SpeciesName=cuprarium&fc=167
1811,https://www.fishbase.de/Reproduction/MaturityList.php?ID=16689&GenusName=Nannobrachium&SpeciesName=isaacsi&fc=167
1812,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10269&GenusName=Nannobrachium&SpeciesName=lineatum&fc=167
1813,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46194&GenusName=Nannocampus&SpeciesName=subosseus&fc=258
1814,https://www.fishbase.de/Reproduction/MaturityList.php?ID=46197&GenusName=Nannocampus&SpeciesName=weberi&fc=258
1815,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14920&GenusName=Nannoperca&SpeciesName=australis&fc=288
1816,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10565&GenusName=Nannoperca&SpeciesName=obscura&fc=288
1817,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10586&GenusName=Nannoperca&SpeciesName=oxleyana&fc=288
1818,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4713&GenusName=Nannoperca&SpeciesName=vittata&fc=288
1819,https://www.fishbase.de/Reproduction/MaturityList.php?ID=66715&GenusName=Nannoplecostomus&SpeciesName=eleonorae&fc=157
1820,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10754&GenusName=Nannostomus&SpeciesName=eques&fc=107
1821,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10756&GenusName=Nannostomus&SpeciesName=espei&fc=107
1822,https://www.fishbase.de/Reproduction/MaturityList.php?ID=2551&GenusName=Narcine&SpeciesName=brasiliensis&fc=503
1823,https://www.fishbase.de/Reproduction/MaturityList.php?ID=15444&GenusName=Narcine&SpeciesName=brunnea&fc=503
1824,https://www.fishbase.de/Reproduction/MaturityList.php?ID=60940&GenusName=Narcine&SpeciesName=insolita&fc=503
1825,https://www.fishbase.de/Reproduction/MaturityList.php?ID=59101&GenusName=Narcine&SpeciesName=oculifera&fc=503
1826,https://www.fishbase.de/Reproduction/MaturityList.php?ID=8206&GenusName=Narcine&SpeciesName=timlei&fc=503
1827,https://www.fishbase.de/Reproduction/MaturityList.php?ID=60941&GenusName=Narcinops&SpeciesName=lasti&fc=503
1828,https://www.fishbase.de/Reproduction/MaturityList.php?ID=64137&GenusName=Narcinops&SpeciesName=nelsoni&fc=503
1829,https://www.fishbase.de/Reproduction/MaturityList.php?ID=64136&GenusName=Narcinops&SpeciesName=ornata&fc=503
1830,https://www.fishbase.de/Reproduction/MaturityList.php?ID=24101&GenusName=Narcinops&SpeciesName=westraliensis&fc=503
1831,https://www.fishbase.de/Reproduction/MaturityList.php?ID=15438&GenusName=Narke&SpeciesName=japonica&fc=672
1832,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1263&GenusName=Naso&SpeciesName=hexacanthus&fc=412
1833,https://www.fishbase.de/Reproduction/MaturityList.php?ID=6023&GenusName=Naso&SpeciesName=tuberosus&fc=412
1834,https://www.fishbase.de/Reproduction/MaturityList.php?ID=895&GenusName=Nasolamia&SpeciesName=velox&fc=11
1835,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4125&GenusName=Nautichthys&SpeciesName=oculofasciatus&fc=585
1836,https://www.fishbase.de/Reproduction/MaturityList.php?ID=3907&GenusName=Nealotus&SpeciesName=tripes&fc=414
1837,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5895&GenusName=Nebrius&SpeciesName=ferrugineus&fc=493
1838,https://www.fishbase.de/Reproduction/MaturityList.php?ID=896&GenusName=Negaprion&SpeciesName=acutidens&fc=11
1839,https://www.fishbase.de/Reproduction/MaturityList.php?ID=897&GenusName=Negaprion&SpeciesName=brevirostris&fc=11
1840,https://www.fishbase.de/Reproduction/MaturityList.php?ID=14549&GenusName=Nelusetta&SpeciesName=ayraud&fc=517
1841,https://www.fishbase.de/Reproduction/MaturityList.php?ID=24647&GenusName=Nemacheilus&SpeciesName=triangularis&fc=692
1842,https://www.fishbase.de/Reproduction/MaturityList.php?ID=10106&GenusName=Nemadactylus&SpeciesName=macropterus&fc=355
1843,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5165&GenusName=Nematabramis&SpeciesName=everetti&fc=122
1844,https://www.fishbase.de/Reproduction/MaturityList.php?ID=1612&GenusName=Nematalosa&SpeciesName=erebi&fc=43
1845,https://www.fishbase.de/Reproduction/MaturityList.php?ID=11882&GenusName=Nematolebias&SpeciesName=whitei&fc=601
1846,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5843&GenusName=Nemipterus&SpeciesName=furcosus&fc=324
1847,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4559&GenusName=Nemipterus&SpeciesName=japonicus&fc=324
1848,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4567&GenusName=Nemipterus&SpeciesName=mesoprion&fc=324
1849,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4554&GenusName=Nemipterus&SpeciesName=peronii&fc=324
1850,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5852&GenusName=Nemipterus&SpeciesName=randalli&fc=324
1851,https://www.fishbase.de/Reproduction/MaturityList.php?ID=396&GenusName=Nemipterus&SpeciesName=virgatus&fc=324
1852,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13121&GenusName=Neoarius&SpeciesName=coatesi&fc=145
1853,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13127&GenusName=Neoarius&SpeciesName=utarus&fc=145
1854,https://www.fishbase.de/Reproduction/MaturityList.php?ID=13118&GenusName=Neoarius&SpeciesName=velutinus&fc=145
1855,https://www.fishbase.de/Reproduction/MaturityList.php?ID=4512&GenusName=Neoceratodus&SpeciesName=forsteri&fc=27
1856,https://www.fishbase.de/Reproduction/MaturityList.php?ID=5465&GenusName=Neochelon&SpeciesName=falcipinnis&fc=359
