,Proximate_Analyses
481,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4493&GenusName=Sphyraena&SpeciesName=obtusata
482,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=912&GenusName=Sphyrna&SpeciesName=lewini
483,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=915&GenusName=Sphyrna&SpeciesName=tiburo
484,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=917&GenusName=Sphyrna&SpeciesName=zygaena
485,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=5105&GenusName=Spicara&SpeciesName=alta
486,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1356&GenusName=Spondyliosoma&SpeciesName=cantharus
487,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1465&GenusName=Sprattus&SpeciesName=antipodum
488,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1357&GenusName=Sprattus&SpeciesName=sprattus
489,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=139&GenusName=Squalus&SpeciesName=acanthias
490,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=736&GenusName=Squatina&SpeciesName=squatina
491,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=452&GenusName=Stenotomus&SpeciesName=chrysops
492,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2458&GenusName=Synodontis&SpeciesName=schall
493,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=13197&GenusName=Systomus&SpeciesName=sarana
494,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3672&GenusName=Tautogolabrus&SpeciesName=adspersus
495,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1600&GenusName=Tenualosa&SpeciesName=toli
496,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4829&GenusName=Terapon&SpeciesName=theraps
497,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=590&GenusName=Thryssa&SpeciesName=kammalensis
498,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=142&GenusName=Thunnus&SpeciesName=alalunga
499,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=143&GenusName=Thunnus&SpeciesName=albacares
500,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=144&GenusName=Thunnus&SpeciesName=atlanticus
501,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=145&GenusName=Thunnus&SpeciesName=maccoyii
502,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=146&GenusName=Thunnus&SpeciesName=obesus
503,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=147&GenusName=Thunnus&SpeciesName=thynnus
504,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=148&GenusName=Thunnus&SpeciesName=tonggol
505,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=2693&GenusName=Thymallus&SpeciesName=arcticus
506,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=489&GenusName=Thyrsites&SpeciesName=atun
507,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=269&GenusName=Tinca&SpeciesName=tinca
508,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=9194&GenusName=Tor&SpeciesName=putitora
509,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4644&GenusName=Tor&SpeciesName=tor
510,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1963&GenusName=Trachinotus&SpeciesName=blochii
511,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1965&GenusName=Trachinotus&SpeciesName=botla
512,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1010&GenusName=Trachinotus&SpeciesName=falcatus
513,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1363&GenusName=Trachinus&SpeciesName=draco
514,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=366&GenusName=Trachurus&SpeciesName=japonicus
515,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=367&GenusName=Trachurus&SpeciesName=murphyi
516,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1979&GenusName=Trachurus&SpeciesName=novaezelandiae
517,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=368&GenusName=Trachurus&SpeciesName=symmetricus
518,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1365&GenusName=Trachurus&SpeciesName=trachurus
519,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1288&GenusName=Trichiurus&SpeciesName=lepturus
520,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=3682&GenusName=Trichodon&SpeciesName=trichodon
521,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4548&GenusName=Umbrina&SpeciesName=canariensis
522,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1306&GenusName=Umbrina&SpeciesName=cirrosa
523,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=67293&GenusName=Upeneus&SpeciesName=heemstra
524,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=7879&GenusName=Upeneus&SpeciesName=japonicus
525,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4444&GenusName=Upeneus&SpeciesName=moluccensis
526,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=4821&GenusName=Upeneus&SpeciesName=vittatus
527,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1779&GenusName=Uranoscopus&SpeciesName=scaber
528,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=312&GenusName=Urophycis&SpeciesName=chuss
529,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=313&GenusName=Urophycis&SpeciesName=tenuis
530,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=10243&GenusName=Wallago&SpeciesName=attu
531,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=226&GenusName=Xiphias&SpeciesName=gladius
532,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=1370&GenusName=Zeus&SpeciesName=faber
533,https://www.fishbase.de/aquaculture/ProcessingList.php?speccode=480&GenusName=Zoarces&SpeciesName=americanus
